ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,confidence_level,confidence_score,match_quality
31132,Lift technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4374,3207,5669,0.3496,0.4305,0.4810,0.8316,0.1656,moderate,0.0724,low,stable,medium,0.5476,direct
31595,Load control officer (aircraft),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4229,3335,4797,0.3182,0.6337,0.4037,0.8587,0.1001,low,0.0814,low,stable,medium,0.5667,submajor_fallback
33461,Logistics/Production planner,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4282,3331,5815,0.6996,0.4643,0.4689,0.8359,0.3132,high,0.1523,moderate,mixed,medium,0.5612,direct
31153,Machining/Tooling technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3641,2695,4900,0.3830,0.4884,0.4354,0.8476,0.1661,moderate,0.0814,low,stable,high,0.7667,direct
33462,Maintenance planner,ASSOCIATE PROFESSIONALS AND TECHNICIANS,6540,4475,8740,0.6996,0.4643,0.5755,0.7986,0.2993,moderate,0.1870,moderate,mixed,medium,0.5612,direct
33491,Management executive,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3913,3300,4535,0.7481,0.4153,0.3695,0.8707,0.3808,high,0.1148,low,at_risk,high,0.7578,direct
31171,Manufacturing engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3750,3151,4670,0.3279,0.5490,0.3759,0.8684,0.1284,low,0.0677,low,stable,high,0.7667,direct
31185,Marine draughtsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4400,3760,5600,0.3182,0.6337,0.4244,0.8515,0.0992,low,0.0856,low,stable,medium,0.5667,submajor_fallback
31510,"Marine engineering officer (including third, fourth and fifth engineer)",ASSOCIATE PROFESSIONALS AND TECHNICIANS,4173,3278,5324,0.1894,0.9412,0.4350,0.8477,0.0094,very_low,0.0775,low,stable,high,0.7667,direct
31213,Marine surveyor (ship and nautical),ASSOCIATE PROFESSIONALS AND TECHNICIANS,5089,3867,6744,0.3279,0.5490,0.5071,0.8225,0.1216,low,0.0913,low,stable,high,0.7667,direct
33223,Marketing and sales executive (food & beverage services),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3500,1750,4330,0.9136,0.4367,0.4948,0.8268,0.4255,high,0.1974,moderate,mixed,high,0.7667,direct
34222,Martial arts instructor,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4100,4100,4280,0.3179,0.9269,0.3577,0.8748,0.0203,very_low,0.1054,low,stable,high,0.7667,direct
32551,Massage therapist,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2690,1600,3600,0.1445,0.9964,0.4475,0.8434,0.0004,very_low,0.0644,low,stable,high,0.7667,direct
31181,Mechanical draughtsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3800,2700,5646,0.3182,0.6337,0.4867,0.8296,0.0967,low,0.0981,low,stable,medium,0.5667,submajor_fallback
31151,Mechanical engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3748,3056,4402,0.3830,0.4884,0.3670,0.8716,0.1708,moderate,0.0686,low,stable,high,0.7667,direct
35211,Media and broadcasting operations technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4153,3540,5230,0.3741,0.1738,0.4087,0.8570,0.2649,moderate,0.0266,very_low,at_risk,medium,0.6916,direct
32120,Medical and pathology laboratory technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4280,3853,4880,0.3922,0.2727,0.3819,0.8663,0.2471,moderate,0.0408,very_low,stable,medium,0.5474,direct
32112,Medical X-ray technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3540,2815,7427,0.2037,0.5285,0.5046,0.8234,0.0791,low,0.0543,low,stable,medium,0.6085,direct
33225,Merchandising/Category executive,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3197,2468,4000,0.9136,0.4367,0.3695,0.8707,0.4481,high,0.1474,low,mixed,high,0.7667,direct
36204,Music instructor (extracurriculum),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3000,2600,3880,0.9046,0.3645,0.3391,0.8813,0.5066,very_high,0.1118,low,at_risk,medium,0.7000,direct
39910,Non-ordained religious associate professional,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3611,2771,4437,0.4545,0.5241,0.3876,0.8643,0.1870,moderate,0.0923,low,stable,medium,0.4667,major_fallback
32572,Occupational health and safety inspector,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5403,3926,6775,0.3060,0.4581,0.5113,0.8210,0.1361,low,0.0717,low,stable,high,0.7667,direct
33224,Online sales channel executive,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3500,2881,4500,0.9136,0.4367,0.3746,0.8689,0.4471,high,0.1495,low,mixed,high,0.7667,direct
33492,Operations officer (except transport operations),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3970,3200,4880,0.7481,0.4153,0.4023,0.8592,0.3758,high,0.1250,low,mixed,high,0.7578,direct
32540,Optician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4357,4098,5091,0.3735,0.6025,0.3830,0.8660,0.1286,low,0.0862,low,stable,high,0.7667,direct
32591,Paramedic,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2954,1871,3984,0.3060,0.4581,0.4468,0.8436,0.1399,low,0.0626,low,stable,high,0.7667,direct
34343,Pastry Chef,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3034,2503,4600,0.6504,0.7968,0.4080,0.8572,0.1133,low,0.2114,moderate,ai_leveraged,high,0.7667,direct
32130,Pharmacy technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3240,2654,4119,0.3411,0.3226,0.3591,0.8743,0.2020,moderate,0.0395,very_low,stable,medium,0.6257,direct
34310,Photographer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5120,3495,8651,0.4260,0.3209,0.5916,0.7930,0.2294,moderate,0.0809,low,stable,high,0.7667,direct
34223,Physical fitness instructor (including yoga instructor and aerobics instructor),ASSOCIATE PROFESSIONALS AND TECHNICIANS,2550,2400,3350,0.3179,0.9269,0.3030,0.8940,0.0208,very_low,0.0893,low,stable,high,0.7667,direct
31574,Port/Shipping operations supervisor (including post-fixture and planner),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3830,3354,4614,0.2356,0.8271,0.3620,0.8733,0.0356,very_low,0.0705,low,stable,high,0.7667,direct
31601,Premises and facilities maintenance officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3875,3200,4715,0.2383,0.8725,0.3855,0.8651,0.0263,very_low,0.0802,low,stable,medium,0.5948,direct
36100,Pre-primary education teacher,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4000,3600,4800,0.3341,0.8574,0.3707,0.8703,0.0415,very_low,0.1062,low,stable,medium,0.6518,direct
36910,Private tutor (academic),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4250,2600,5370,0.9046,0.3645,0.5199,0.8180,0.4703,high,0.1714,moderate,mixed,medium,0.7000,direct
31173,Process engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4461,3784,5309,0.3279,0.5490,0.4108,0.8562,0.1266,low,0.0740,low,stable,high,0.7667,direct
31172,Production engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4380,3343,5893,0.3279,0.5490,0.4796,0.8321,0.1231,low,0.0863,low,stable,high,0.7667,direct
33232,Purchasing agent,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4248,3570,5237,0.7213,0.6230,0.4108,0.8562,0.2328,moderate,0.1846,moderate,ai_leveraged,high,0.7342,direct
31175,Quality assurance technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4292,3300,5651,0.3279,0.5490,0.4611,0.8386,0.1240,low,0.0830,low,stable,high,0.7667,direct
33340,Real estate agent,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3800,2966,6109,0.7560,0.7522,0.4832,0.8309,0.1556,moderate,0.2748,moderate,ai_leveraged,medium,0.6495,direct
36991,Relief teacher,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2765,1732,3332,0.9046,0.3645,0.4090,0.8568,0.4926,high,0.1349,low,mixed,medium,0.7000,direct
31124,Resident technical officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3800,2888,4921,0.5211,0.7077,0.4208,0.8527,0.1299,low,0.1552,moderate,ai_leveraged,medium,0.5655,direct
31597,Road transport operations officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4507,3875,5881,0.3182,0.6337,0.4361,0.8474,0.0988,low,0.0879,low,stable,medium,0.5667,submajor_fallback
31214,Rolling stock engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2970,2567,3436,0.3279,0.5490,0.3113,0.8910,0.1318,low,0.0560,low,stable,high,0.7667,direct
33394,Safety and security consultant,ASSOCIATE PROFESSIONALS AND TECHNICIANS,8318,6175,14833,0.7501,0.5027,0.6343,0.7780,0.2902,moderate,0.2392,moderate,mixed,high,0.7667,direct
31720,"Safety inspector (vehicles, processes and products)",ASSOCIATE PROFESSIONALS AND TECHNICIANS,3964,3300,5378,0.4805,0.4046,0.4211,0.8526,0.2439,moderate,0.0819,low,stable,medium,0.6400,direct
31142,Semi-conductor technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4462,3217,8770,0.2824,0.5089,0.5687,0.8009,0.1111,low,0.0817,low,stable,medium,0.5962,direct
33312,Shipping agent/Boarding officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4046,3307,5370,0.8621,0.0062,0.4272,0.8505,0.7286,very_high,0.0023,very_low,at_risk,high,0.7431,direct
34122,Social work associate,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3378,2835,4014,0.3416,0.7273,0.3391,0.8813,0.0821,low,0.0843,low,stable,medium,0.6086,direct
32111,Sonographer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5200,3950,8247,0.2037,0.5285,0.5666,0.8017,0.0770,low,0.0610,low,stable,medium,0.6085,direct
34221,Sports coach,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4896,3380,7100,0.3179,0.9269,0.5566,0.8052,0.0187,very_low,0.1640,moderate,ai_leveraged,high,0.7667,direct
33133,Tax associate professional,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4300,3600,5025,0.9699,0.3021,0.4014,0.8595,0.5818,very_high,0.1176,low,at_risk,high,0.7667,direct
35220,Telecommunications technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3421,2961,3998,0.2077,0.6622,0.3324,0.8837,0.0620,low,0.0457,very_low,stable,high,0.7667,direct
31596,Train operations officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3385,2742,3992,0.3182,0.6337,0.3481,0.8782,0.1024,low,0.0702,low,stable,medium,0.5667,submajor_fallback
31572,Train service supervisor,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3272,2698,4027,0.2356,0.8271,0.3502,0.8774,0.0357,very_low,0.0682,low,stable,high,0.7667,direct
32400,Veterinary technician/assistant,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3531,2905,4851,0.3060,0.4581,0.3983,0.8606,0.1427,low,0.0558,low,stable,high,0.7667,direct
35212,Video camera operator,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5434,3900,6842,0.3741,0.1738,0.5235,0.8168,0.2524,moderate,0.0340,very_low,at_risk,medium,0.6916,direct
34323,Visual merchandiser,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4736,3614,7032,0.3741,0.1738,0.5260,0.8159,0.2522,moderate,0.0342,very_low,at_risk,medium,0.6916,direct
34123,Volunteer executive,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3565,2600,4367,0.3416,0.7273,0.4023,0.8592,0.0801,low,0.0999,low,stable,medium,0.6086,direct
35140,Website administrator/Webmaster,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4500,3200,8166,0.5316,0.3449,0.5675,0.8014,0.2791,moderate,0.1041,low,at_risk,medium,0.6333,submajor_fallback
34121,Youth work associate,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2500,2400,2800,0.3416,0.7273,0.2750,0.9038,0.0842,low,0.0683,low,stable,medium,0.6086,direct
43233,Air transport clerk,CLERICAL SUPPORT WORKERS,3160,2714,3800,0.4149,0.1943,0.3369,0.8821,0.2949,moderate,0.0272,very_low,at_risk,medium,0.4333,direct
43113,Audit clerk,CLERICAL SUPPORT WORKERS,3875,3525,4443,0.7765,0.0900,0.3590,0.8744,0.6178,very_high,0.0251,very_low,at_risk,high,0.7667,direct
43121,Bank operations clerk,CLERICAL SUPPORT WORKERS,5150,4055,6850,0.8130,0.0196,0.4627,0.8380,0.6680,very_high,0.0074,very_low,at_risk,high,0.7350,direct
42111,Bank teller,CLERICAL SUPPORT WORKERS,3965,3194,4560,0.4695,0.2103,0.3864,0.8647,0.3206,high,0.0382,very_low,at_risk,high,0.7667,direct
42141,Bill collector,CLERICAL SUPPORT WORKERS,4087,2497,5950,0.7765,0.0900,0.5344,0.8130,0.5744,very_high,0.0374,very_low,at_risk,high,0.7667,direct
43115,Billing clerk,CLERICAL SUPPORT WORKERS,3100,2200,4050,0.7765,0.0900,0.4178,0.8538,0.6032,very_high,0.0292,very_low,at_risk,high,0.7667,direct
43111,Bookkeeper,CLERICAL SUPPORT WORKERS,3200,1792,5788,0.7765,0.0900,0.5037,0.8237,0.5820,very_high,0.0352,very_low,at_risk,high,0.7667,direct
42246,Contact centre information clerk,CLERICAL SUPPORT WORKERS,3150,2513,4418,0.6077,0.2513,0.4082,0.8571,0.3900,high,0.0623,low,at_risk,medium,0.5441,direct
42245,Customer service officer/clerk,CLERICAL SUPPORT WORKERS,3190,2349,4264,0.6077,0.2513,0.4189,0.8534,0.3883,high,0.0640,low,at_risk,medium,0.5441,direct
41320,Data entry clerk,CLERICAL SUPPORT WORKERS,2000,1500,2925,0.6469,0.0312,0.3422,0.8802,0.5517,very_high,0.0069,very_low,at_risk,medium,0.6531,direct
43151,Data processing control clerk,CLERICAL SUPPORT WORKERS,3480,2598,4929,0.6469,0.0312,0.4535,0.8413,0.5273,very_high,0.0092,very_low,at_risk,medium,0.6531,direct
43142,Enumerator/Market research interviewer,CLERICAL SUPPORT WORKERS,2701,1788,3249,0.9422,0.0597,0.3718,0.8699,0.7707,very_high,0.0209,very_low,at_risk,high,0.7028,direct
42247,Hotel executive (including hotel reservation and front desk executive),CLERICAL SUPPORT WORKERS,3164,2674,3600,0.6077,0.2513,0.3283,0.8851,0.4027,high,0.0501,low,at_risk,medium,0.5441,direct
42242,Hotel receptionist (including hotel reservation and front desk clerk),CLERICAL SUPPORT WORKERS,2687,2076,3379,0.6077,0.2513,0.3315,0.8840,0.4022,high,0.0506,low,at_risk,medium,0.5441,direct
43122,Insurance/Underwriting clerk,CLERICAL SUPPORT WORKERS,5045,3791,7333,0.8130,0.0196,0.5051,0.8232,0.6561,very_high,0.0081,very_low,at_risk,high,0.7350,direct
43232,Land transport clerk,CLERICAL SUPPORT WORKERS,2909,1742,3995,0.4149,0.1943,0.4574,0.8399,0.2808,moderate,0.0369,very_low,at_risk,medium,0.4333,direct
43112,Ledger and accounts clerk,CLERICAL SUPPORT WORKERS,3340,2300,4403,0.7765,0.0900,0.4456,0.8440,0.5964,very_high,0.0311,very_low,at_risk,high,0.7667,direct
44170,Legal clerk,CLERICAL SUPPORT WORKERS,4250,3045,6000,0.6631,0.0731,0.4952,0.8267,0.5081,very_high,0.0240,very_low,at_risk,medium,0.4333,direct
44110,Library clerk,CLERICAL SUPPORT WORKERS,2426,2080,2531,0.4090,0.1426,0.2428,0.9150,0.3209,high,0.0142,very_low,at_risk,high,0.7667,direct
43221,Material planning clerk,CLERICAL SUPPORT WORKERS,5907,4190,9089,0.3922,0.2790,0.5444,0.8095,0.2289,moderate,0.0596,low,stable,medium,0.4333,direct
42243,Medical/Dental receptionist,CLERICAL SUPPORT WORKERS,2810,2460,3197,0.6077,0.2513,0.2909,0.8982,0.4086,high,0.0444,very_low,at_risk,medium,0.5441,direct
42113,Money changer,CLERICAL SUPPORT WORKERS,3750,2812,5876,0.4695,0.2103,0.4959,0.8264,0.3064,high,0.0490,very_low,at_risk,high,0.7667,direct
41101,Office clerk (including filing and copying),CLERICAL SUPPORT WORKERS,1822,1420,3050,0.7812,0.0437,0.3583,0.8746,0.6534,very_high,0.0122,very_low,at_risk,high,0.7667,direct
40000,Office supervisor,CLERICAL SUPPORT WORKERS,3743,2836,5000,0.7362,0.3565,0.4463,0.8438,0.3997,high,0.1171,low,at_risk,high,0.7667,direct
42244,Passenger services agent,CLERICAL SUPPORT WORKERS,2570,1500,3544,0.6077,0.2513,0.4228,0.8520,0.3876,high,0.0646,low,at_risk,medium,0.5441,direct
42131,Pawnbroker,CLERICAL SUPPORT WORKERS,5192,4638,6471,0.7765,0.0900,0.4068,0.8576,0.6060,very_high,0.0284,very_low,at_risk,high,0.7667,direct
43114,Payroll/Wages clerk,CLERICAL SUPPORT WORKERS,4256,3000,5950,0.7765,0.0900,0.4980,0.8257,0.5834,very_high,0.0348,very_low,at_risk,high,0.7667,direct
41102,Personnel/Human resource clerk,CLERICAL SUPPORT WORKERS,2950,1740,4183,0.7812,0.0437,0.4659,0.8369,0.6252,very_high,0.0159,very_low,at_risk,high,0.7667,direct
42112,Postal service counter clerk,CLERICAL SUPPORT WORKERS,2392,2073,3012,0.4695,0.2103,0.2727,0.9046,0.3354,high,0.0269,very_low,at_risk,high,0.7667,direct
44122,Postman,CLERICAL SUPPORT WORKERS,2706,2128,3472,0.5289,0.0339,0.3365,0.8822,0.4508,high,0.0060,very_low,at_risk,high,0.7667,direct
43116,Procurement/Purchasing clerk,CLERICAL SUPPORT WORKERS,2850,1600,3878,0.7765,0.0900,0.4559,0.8404,0.5938,very_high,0.0319,very_low,at_risk,high,0.7667,direct
43222,Production planning clerk,CLERICAL SUPPORT WORKERS,3538,2193,4908,0.3922,0.2790,0.4973,0.8259,0.2336,moderate,0.0544,low,stable,medium,0.4333,direct
44191,Proofreading clerk,CLERICAL SUPPORT WORKERS,5000,3600,7000,0.5009,0.0642,0.5048,0.8233,0.3859,high,0.0162,very_low,at_risk,medium,0.5667,submajor_fallback
42241,Receptionist (general),CLERICAL SUPPORT WORKERS,2724,1977,3349,0.6077,0.2513,0.3508,0.8772,0.3991,high,0.0536,low,at_risk,medium,0.5441,direct
41201,Secretary,CLERICAL SUPPORT WORKERS,5035,3728,6840,0.7922,0.0499,0.4895,0.8287,0.6238,very_high,0.0194,very_low,at_risk,high,0.7667,direct
43123,Securities clerk,CLERICAL SUPPORT WORKERS,5972,4545,7046,0.8130,0.0196,0.4428,0.8450,0.6735,very_high,0.0071,very_low,at_risk,high,0.7350,direct
43231,Shipping clerk,CLERICAL SUPPORT WORKERS,3320,2600,4218,0.4149,0.1943,0.3886,0.8640,0.2888,moderate,0.0313,very_low,at_risk,medium,0.4333,direct
43141,Statistical clerk,CLERICAL SUPPORT WORKERS,4401,4000,5000,0.9422,0.0597,0.3725,0.8696,0.7705,very_high,0.0210,very_low,at_risk,high,0.7028,direct
43211,Stock records clerk,CLERICAL SUPPORT WORKERS,2716,1950,3933,0.1339,0.1827,0.4068,0.8576,0.0938,low,0.0099,very_low,stable,high,0.7667,direct
43212,Storekeeper,CLERICAL SUPPORT WORKERS,2500,2000,3080,0.1339,0.1827,0.3002,0.8949,0.0979,low,0.0073,very_low,stable,high,0.7667,direct
42230,Telephone operator,CLERICAL SUPPORT WORKERS,2523,1890,3645,0.6301,0.1390,0.3732,0.8694,0.4716,high,0.0327,very_low,at_risk,medium,0.4333,direct
42210,Travel consultant/Reservation executive,CLERICAL SUPPORT WORKERS,3810,2500,5057,0.3835,0.4724,0.4887,0.8289,0.1677,moderate,0.0885,low,stable,medium,0.4333,direct
41310,Typist and word processing operator,CLERICAL SUPPORT WORKERS,2803,2160,3800,0.9777,0.1800,0.3761,0.8684,0.6962,very_high,0.0662,low,at_risk,high,0.7667,direct
51132,Attractions guide,SERVICE AND SALES WORKERS,2000,1289,2497,0.5143,0.6533,0.5475,0.8084,0.1441,low,0.1840,moderate,ai_leveraged,medium,0.6079,direct
54123,Auxiliary police officer,SERVICE AND SALES WORKERS,3396,3159,3577,0.1432,0.6007,0.5418,0.8104,0.0463,very_low,0.0466,very_low,stable,medium,0.6312,direct
51322,Barista,SERVICE AND SALES WORKERS,2064,1400,2600,0.1401,0.0401,0.5429,0.8100,0.1089,low,0.0031,very_low,stable,high,0.7667,direct
51321,Bartender/Mixologist,SERVICE AND SALES WORKERS,2976,2500,3900,0.1401,0.0401,0.5779,0.7978,0.1073,low,0.0032,very_low,stable,high,0.7667,direct
51421,Beautician,SERVICE AND SALES WORKERS,3500,2474,4853,0.2012,0.4073,0.6809,0.7617,0.0909,low,0.0558,low,stable,medium,0.6809,direct
51702,Bookmaker/Croupier/Casino dealer and related gaming worker,SERVICE AND SALES WORKERS,2991,2730,3363,0.3928,0.0517,0.5272,0.8155,0.3037,high,0.0107,very_low,at_risk,high,0.7667,direct
51112,Cabin attendant/steward,SERVICE AND SALES WORKERS,3730,2903,4727,0.3835,0.4724,0.6256,0.7810,0.1580,moderate,0.1133,low,stable,medium,0.4333,direct
52301,Cage/Count supervisor,SERVICE AND SALES WORKERS,4484,4140,4817,0.3545,0.0276,0.5682,0.8011,0.2762,moderate,0.0056,very_low,at_risk,high,0.7667,direct
51311,Captain waiter/Waiter supervisor,SERVICE AND SALES WORKERS,2837,2024,3473,0.1626,0.0365,0.6482,0.7731,0.1211,low,0.0039,very_low,stable,high,0.8381,direct
52302,Cashier (general),SERVICE AND SALES WORKERS,2151,1600,2588,0.3545,0.0276,0.5026,0.8241,0.2841,moderate,0.0049,very_low,at_risk,high,0.7667,direct
51111,Chief steward,SERVICE AND SALES WORKERS,6890,5631,8216,0.3835,0.4724,0.6174,0.7839,0.1586,moderate,0.1119,low,stable,medium,0.4333,direct
53113,Child/After school care centre worker,SERVICE AND SALES WORKERS,2648,1750,4373,0.2524,0.3930,0.6738,0.7642,0.1171,low,0.0668,low,stable,high,0.7667,direct
51201,Cook (e.g. commis cook 2/3),SERVICE AND SALES WORKERS,2028,1500,2955,0.2743,0.3342,0.5557,0.8055,0.1471,low,0.0510,low,stable,medium,0.5670,direct
53203,Dental aide/assistant,SERVICE AND SALES WORKERS,2700,2300,3272,0.3041,0.3298,0.5311,0.8141,0.1659,moderate,0.0533,low,stable,medium,0.5334,direct
51950,Driving instructor/tester,SERVICE AND SALES WORKERS,3342,2970,3818,0.0409,0.5954,0.5533,0.8064,0.0133,very_low,0.0135,very_low,stable,high,0.7667,direct
53115,Educarer,SERVICE AND SALES WORKERS,3391,3090,3968,0.2524,0.3930,0.5561,0.8054,0.1234,low,0.0552,low,stable,high,0.7667,direct
52492,Food service counter attendant,SERVICE AND SALES WORKERS,1939,1400,2495,0.4572,0.0668,0.5212,0.8176,0.3488,high,0.0159,very_low,at_risk,medium,0.5667,submajor_fallback
51411,Hair stylist/Hairdresser,SERVICE AND SALES WORKERS,3756,2915,4773,0.2030,0.4492,0.6288,0.7799,0.0872,low,0.0574,low,stable,high,0.7395,direct
53201,Healthcare assistant (e.g. therapy aide/assistant),SERVICE AND SALES WORKERS,2432,2084,2870,0.3041,0.3298,0.4969,0.8261,0.1684,moderate,0.0498,very_low,stable,medium,0.5334,direct
51502,House steward,SERVICE AND SALES WORKERS,5287,4538,6049,0.3000,0.8209,0.5932,0.7924,0.0426,very_low,0.1461,low,ai_leveraged,high,0.7287,direct
51501,Housekeeper (hotels and other establishments),SERVICE AND SALES WORKERS,3233,2312,4606,0.3000,0.8209,0.6709,0.7652,0.0411,very_low,0.1652,moderate,ai_leveraged,high,0.7287,direct
51503,Housekeeping matron,SERVICE AND SALES WORKERS,3491,3150,5427,0.3000,0.8209,0.6385,0.7765,0.0417,very_low,0.1572,moderate,ai_leveraged,high,0.7287,direct
54193,Insurance investigator,SERVICE AND SALES WORKERS,6125,4697,6727,0.4262,0.3832,0.6114,0.7860,0.2066,moderate,0.0999,low,stable,high,0.7667,direct
51942,"Keeper/Trainer in zoological, bird and aquatic parks",SERVICE AND SALES WORKERS,2803,2552,3387,0.1145,0.0695,0.5247,0.8163,0.0870,low,0.0042,very_low,stable,high,0.7667,direct
54150,Lifeguard,SERVICE AND SALES WORKERS,2790,2586,3200,0.1881,0.5312,0.5123,0.8207,0.0724,low,0.0512,low,stable,high,0.7667,direct
51422,Manicurist,SERVICE AND SALES WORKERS,2100,1400,3000,0.2012,0.4073,0.5866,0.7947,0.0948,low,0.0481,very_low,stable,medium,0.6809,direct
51491,Masseur (non-medical) (including foot reflexologist),SERVICE AND SALES WORKERS,1600,1550,1945,0.1251,0.2380,0.4021,0.8593,0.0819,low,0.0120,very_low,stable,medium,0.4333,direct
53202,Nursing aide/assistant,SERVICE AND SALES WORKERS,3000,2432,3381,0.3041,0.3298,0.5483,0.8081,0.1647,moderate,0.0550,low,stable,medium,0.5334,direct
52491,Petrol station attendant,SERVICE AND SALES WORKERS,2165,1870,3453,0.4572,0.0668,0.5529,0.8065,0.3441,high,0.0169,very_low,at_risk,medium,0.5667,submajor_fallback
54144,Private security officer,SERVICE AND SALES WORKERS,2748,2250,2971,0.1925,0.4002,0.6205,0.7828,0.0904,low,0.0478,very_low,stable,high,0.9333,direct
51121,Rail station service assistant,SERVICE AND SALES WORKERS,2810,1500,3312,0.1457,0.3494,0.6702,0.7654,0.0726,low,0.0341,very_low,stable,medium,0.6333,submajor_fallback
52421,Sales demonstrator,SERVICE AND SALES WORKERS,2550,1750,4216,0.0865,0.0009,0.6606,0.7688,0.0664,low,0.0001,very_low,stable,high,0.7667,direct
52201,Sales supervisor,SERVICE AND SALES WORKERS,3220,2532,4080,0.5191,0.2148,0.6000,0.7900,0.3220,high,0.0669,low,at_risk,high,0.7340,direct
52422,Salesperson (door-to-door),SERVICE AND SALES WORKERS,3811,1600,7900,0.0865,0.0009,0.7506,0.7373,0.0637,low,0.0001,very_low,stable,high,0.7667,direct
54142,Security supervisor,SERVICE AND SALES WORKERS,3236,2750,3450,0.1925,0.4002,0.5943,0.7920,0.0915,low,0.0458,very_low,stable,high,0.8667,direct
51202,"Senior cook (e.g. station chef, commis cook 1, station cook)",SERVICE AND SALES WORKERS,3425,2678,4297,0.2743,0.3342,0.6124,0.7856,0.1435,low,0.0562,low,stable,medium,0.5670,direct
54143,Senior private security officer,SERVICE AND SALES WORKERS,3082,2950,3366,0.1925,0.4002,0.6251,0.7812,0.0902,low,0.0482,very_low,stable,high,0.9333,direct
54141,Senior security supervisor,SERVICE AND SALES WORKERS,3720,3346,4249,0.1925,0.4002,0.6136,0.7852,0.0907,low,0.0473,very_low,stable,high,0.8667,direct
52202,Shop sales assistant,SERVICE AND SALES WORKERS,2359,1600,2800,0.5191,0.2148,0.5606,0.8038,0.3276,high,0.0625,low,at_risk,high,0.7340,direct
51492,Slimming consultant,SERVICE AND SALES WORKERS,4081,3115,5621,0.1251,0.2380,0.6680,0.7662,0.0731,low,0.0199,very_low,stable,medium,0.4333,direct
53120,Teacher aide,SERVICE AND SALES WORKERS,2500,2200,3130,0.4991,0.4189,0.5108,0.8212,0.2382,moderate,0.1068,low,stable,medium,0.7000,direct
52440,Telemarketer,SERVICE AND SALES WORKERS,4072,2900,5000,0.8002,0.0107,0.6502,0.7724,0.6115,very_high,0.0056,very_low,at_risk,high,0.7667,direct
51131,Tour guide,SERVICE AND SALES WORKERS,2881,2525,3857,0.5143,0.6533,0.5650,0.8022,0.1430,low,0.1898,moderate,ai_leveraged,medium,0.6079,direct
