ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,estimated_sg_employment_thousands,employment_thousands,employment_basis,employment_family_code,employment_family_total_thousands,employment_weight_within_family,employment_estimate_method,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,task_signal,exposure_v7,bottleneck,displacement_pressure,demand_signal_bonus,demand_persistence,demand_resilience,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,profile,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,exposure_blend_strategy,exposure_agreement,exposure_source_count,exposure_source_weights,signal_conflict,signal_conflict_reasons,confidence_level,confidence_score,confidence_source_coverage,confidence_signal_agreement,confidence_sensitivity,structural_model_version,baseline_v6_exposure,baseline_v6_net_risk,task_primitives_matched_task_weight_share,task_primitives_task_effective_coverage,task_primitives_task_exposure_concentration,task_primitives_method,uncertainty_exposure_p10,uncertainty_exposure_p50,uncertainty_exposure_p90,uncertainty_net_risk_p10,uncertainty_net_risk_p50,uncertainty_net_risk_p90,uncertainty_method,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
73000,"Supervisor/General foreman (precision, handicraft, printing and related trades)",CRAFTSMEN AND RELATED TRADES WORKERS,4739,3345,6489,1,1,estimated_sg_submajor_weighted_2025,73,3.5,0.268281,wage_only,derived_from_official_sg,3.34,external_proxy,0.3126,0.0083,0.3131,0.8841,0.0363,0.0000,0.5063,0.2165,0.3685,0.7835,0.0284,very_low,0.1020,very_low,stable,,true,-0.1934,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7643,0.8200,0.4500,0.6500,V7,0.3126,0.0302,1.0000,0.0083,1.0000,anthropic_task_penetration_v1,0.1974,0.3131,0.4327,0.0068,0.0268,0.0522,bootstrap_v2,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
75310,Tailor/Dressmaker,CRAFTSMEN AND RELATED TRADES WORKERS,2098,1450,3500,1.3,1.3,estimated_sg_submajor_weighted_2025,75,10.1,0.124412,wage_only,derived_from_official_sg,0.03,external_proxy,0.0976,0.0277,0.0982,0.0428,0.0940,0.0000,0.4637,0.1766,0.2894,0.8234,0.0774,low,0.0012,very_low,stable,,true,0.0526,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8295,1.0000,0.9500,0.4000,V7,0.0976,0.0813,1.0000,0.0277,1.0000,anthropic_task_penetration_v1,0.0808,0.0982,0.1157,0.0623,0.0759,0.0917,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
72221,Tool and die maker,CRAFTSMEN AND RELATED TRADES WORKERS,4017,3380,4763,1.4,1.4,estimated_sg_submajor_weighted_2025,72,10.8,0.128851,wage_only,derived_from_official_sg,0.26,external_proxy,0.1606,0.0000,0.1606,0.3636,0.1022,0.0000,0.4372,0.1614,0.2615,0.8386,0.0857,low,0.0153,very_low,stable,,true,-0.0526,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8789,1.0000,0.9500,0.6500,V7,0.1606,0.0902,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.1479,0.1606,0.1738,0.0725,0.0854,0.1000,bootstrap_v2,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
75410,Underwater diver,CRAFTSMEN AND RELATED TRADES WORKERS,4030,3320,5975,1.8,1.8,estimated_sg_submajor_weighted_2025,75,10.1,0.172429,wage_only,derived_from_official_sg,0.2,external_proxy,0.1145,0.0000,0.1145,0.8039,0.0225,0.0000,0.4837,0.1982,0.3330,0.8018,0.0180,very_low,0.0307,very_low,stable,,true,0.0561,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9014,1.0000,0.9500,0.8500,V7,0.1145,0.0191,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.0914,0.1145,0.1384,0.0091,0.0175,0.0274,bootstrap_v2,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
73111,Watch and clock assembler/repairer,CRAFTSMEN AND RELATED TRADES WORKERS,4500,2925,6016,0.9,0.9,estimated_sg_submajor_weighted_2025,73,3.5,0.261429,wage_only,derived_from_official_sg,0.17,external_proxy,0.1936,0.0000,0.1936,0.1310,0.1683,0.0000,0.5213,0.2313,0.3982,0.7687,0.1293,low,0.0101,very_low,stable,,true,-0.148,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8789,1.0000,0.9500,0.6500,V7,0.1936,0.1381,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.1583,0.1936,0.2306,0.1040,0.1284,0.1590,bootstrap_v2,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
72120,Welder and flame cutter,CRAFTSMEN AND RELATED TRADES WORKERS,3050,2300,4443,1.2,1.2,estimated_sg_submajor_weighted_2025,72,10.8,0.112276,wage_only,derived_from_official_sg,2.18,external_proxy,0.0740,0.0000,0.0740,0.0624,0.0693,0.0000,0.4871,0.1971,0.3297,0.8029,0.0557,low,0.0015,very_low,stable,,true,0.0829,false,false,reliability_weighted,consensus_low,3,aioe:0.3126|anthropic:0.3413|ilo:0.3461,false,,high,0.8422,0.8200,0.9500,0.6500,V7,0.0740,0.0591,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.0380,0.0740,0.1103,0.0290,0.0546,0.0831,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
83492,Airport mobile equipment operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3081,2526,3935,6.2,6.2,estimated_sg_submajor_weighted_2025,83,116.9,0.052974,wage_only,derived_from_official_sg,3.18,external_proxy,0.0726,0.0000,0.0726,0.5472,0.0329,0.0000,0.5739,0.2787,0.4918,0.7213,0.0237,very_low,0.0195,very_low,stable,,true,0.0971,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.8393,0.8200,0.9500,0.6500,V7,0.0726,0.0256,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.0382,0.0726,0.1058,0.0119,0.0234,0.0369,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83224,Ambulance driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2386,1848,3129,5.4,5.4,estimated_sg_submajor_weighted_2025,83,116.9,0.046618,wage_only,derived_from_official_sg,1.89,external_proxy,0.2133,0.0000,0.2133,0.5339,0.0994,0.0600,0.8495,0.4329,0.6399,0.5671,0.0564,low,0.0729,very_low,stable,,true,-0.0321,false,prefix,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8864,1.0000,0.9500,0.6500,V7,0.2133,0.0648,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.1714,0.2133,0.2548,0.0417,0.0558,0.0721,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83311,Bus driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3782,2289,5137,6.9,6.9,estimated_sg_submajor_weighted_2025,83,116.9,0.058692,wage_only,derived_from_official_sg,12.86,external_proxy,0.1720,0.0000,0.1720,0.2193,0.1343,0.0000,0.7482,0.3766,0.6706,0.6234,0.0837,low,0.0253,very_low,stable,,true,0.074,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8106,1.0000,0.4500,0.8500,V7,0.1720,0.0938,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.0942,0.1720,0.2484,0.0460,0.0815,0.1259,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83222,Chauffeur,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2743,2033,3593,5.8,5.8,estimated_sg_submajor_weighted_2025,83,116.9,0.049984,wage_only,derived_from_official_sg,1.89,external_proxy,0.2133,0.0000,0.2133,0.5339,0.0994,0.0600,0.7418,0.3918,0.5725,0.6082,0.0605,low,0.0652,very_low,stable,,true,-0.0321,false,prefix,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8864,1.0000,0.9500,0.6500,V7,0.2133,0.0678,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.1714,0.2133,0.2548,0.0450,0.0597,0.0769,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83323,Concrete mix truck driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2666,1600,3268,5.8,5.8,estimated_sg_submajor_weighted_2025,83,116.9,0.049278,wage_only,derived_from_official_sg,10.42,external_proxy,0.2465,0.0000,0.2465,0.3930,0.1496,0.0000,0.7037,0.3424,0.6045,0.6576,0.0984,low,0.0586,very_low,stable,,true,0.2376,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,low_risk_but_high_observed_usage,medium,0.7078,1.0000,0.8500,0.6500,V7,0.2465,0.1089,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.1868,0.2465,0.3050,0.0680,0.0976,0.1292,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83432,Crane operator (on-site),PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3117,2953,3368,6.2,6.2,estimated_sg_submajor_weighted_2025,83,116.9,0.053283,wage_only,derived_from_official_sg,3.09,external_proxy,0.0836,0.0000,0.0836,0.5998,0.0334,0.0000,0.5290,0.2480,0.4336,0.7520,0.0251,very_low,0.0217,very_low,stable,,true,0.0802,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7708,1.0000,0.9500,0.6500,V7,0.0836,0.0269,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.0555,0.0836,0.1109,0.0153,0.0246,0.0355,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83431,Crane/Hoist operator (excluding port),PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4979,3390,6496,7.7,7.7,estimated_sg_submajor_weighted_2025,83,116.9,0.067343,wage_only,derived_from_official_sg,3.09,external_proxy,0.0836,0.0000,0.0836,0.5998,0.0334,0.0000,0.6676,0.3376,0.6019,0.6624,0.0221,very_low,0.0302,very_low,stable,,true,0.0802,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8008,1.0000,0.9500,0.8500,V7,0.0836,0.0244,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.0555,0.0836,0.1109,0.0136,0.0219,0.0311,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
81602,Dairy and confectionery products machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2553,1748,4514,0.9,0.9,estimated_sg_submajor_weighted_2025,81,8.3,0.103227,wage_only,derived_from_official_sg,0.58,external_proxy,0.1278,0.0352,0.1286,0.1034,0.1153,0.0000,0.6181,0.3217,0.5776,0.6783,0.0782,low,0.0077,very_low,stable,,true,-0.049,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7820,1.0000,0.9500,0.6500,V7,0.1278,0.0848,1.0000,0.0653,0.5389,anthropic_task_penetration_v1,0.1003,0.1286,0.1585,0.0604,0.0782,0.0967,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83502,Deckhand (including lighterman),PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1740,1630,2206,4.7,4.7,estimated_sg_submajor_weighted_2025,83,116.9,0.039810,wage_only,derived_from_official_sg,0.28,external_proxy,0.0946,0.0000,0.0946,0.9011,0.0094,0.0000,0.4587,0.1956,0.3327,0.8044,0.0075,very_low,0.0284,very_low,stable,,true,0.0107,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7099,1.0000,0.9500,0.8500,V7,0.0946,0.0080,,,,,0.0731,0.0946,0.1162,0.0016,0.0073,0.0140,bootstrap_v2,direct,Polytechnic / ITE Diploma,external_proxy,false,false,high,true
83212,Delivery man using motorised personal mobility aids/devices,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1985,1700,2000,5,5,estimated_sg_submajor_weighted_2025,83,116.9,0.042521,wage_only,derived_from_official_sg,10.42,external_proxy,0.2520,0.0214,0.2531,0.3930,0.1536,0.0600,0.4990,0.2607,0.3352,0.7393,0.1136,low,0.0333,very_low,stable,,true,0.2376,false,prefix,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,low_risk_but_high_observed_usage,medium,0.7228,1.0000,0.8500,0.6500,V7,0.2520,0.1207,1.0000,0.1413,0.1515,anthropic_task_penetration_v1,0.1932,0.2531,0.3118,0.0807,0.1131,0.1455,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
82122,Electronic equipment/component assembler,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2017,1847,2520,0.7,0.7,estimated_sg_submajor_weighted_2025,82,3.7,0.193132,wage_only,derived_from_official_sg,0.09,external_proxy,0.1733,0.1008,0.1768,0.1016,0.1589,0.0000,0.4698,0.2097,0.3616,0.7903,0.1255,low,0.0065,very_low,stable,,true,-0.0205,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7889,1.0000,0.8500,0.6500,V7,0.1733,0.1304,1.0000,0.1008,1.0000,anthropic_task_penetration_v1,0.1237,0.1768,0.2283,0.0881,0.1233,0.1656,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83421,Excavating/Trench digging machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3098,2000,4998,6.2,6.2,estimated_sg_submajor_weighted_2025,83,116.9,0.053120,wage_only,derived_from_official_sg,0.17,external_proxy,0.0923,0.0000,0.0923,0.4884,0.0472,0.0000,0.8812,0.4400,0.7819,0.5600,0.0264,very_low,0.0353,very_low,stable,,true,0.0544,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8491,1.0000,0.9500,0.6500,V7,0.0923,0.0306,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.0650,0.0923,0.1198,0.0174,0.0263,0.0356,bootstrap_v2,direct,Polytechnic / ITE Diploma,external_proxy,false,false,high,true
83441,Fork lift truck operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2500,1807,3163,5.6,5.6,estimated_sg_submajor_weighted_2025,83,116.9,0.047719,wage_only,derived_from_official_sg,13.19,external_proxy,0.0995,0.0000,0.0995,0.2032,0.0793,0.0000,0.5878,0.2874,0.5082,0.7126,0.0565,low,0.0103,very_low,stable,,true,0.1257,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8570,1.0000,0.9500,0.6500,V7,0.0995,0.0612,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.0649,0.0995,0.1325,0.0362,0.0571,0.0764,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83321,Lorry driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2159,1600,3000,5.2,5.2,estimated_sg_submajor_weighted_2025,83,116.9,0.044345,wage_only,derived_from_official_sg,10.42,external_proxy,0.2465,0.0000,0.2465,0.3930,0.1496,0.0000,0.6097,0.2902,0.5095,0.7098,0.1062,low,0.0494,very_low,stable,,true,0.2376,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,low_risk_but_high_observed_usage,medium,0.7153,1.0000,0.8500,0.6500,V7,0.2465,0.1153,,,,,0.1868,0.2465,0.3050,0.0748,0.1054,0.1365,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
82110,Mechanical equipment/component assembler,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2084,1481,3025,0.7,0.7,estimated_sg_submajor_weighted_2025,82,3.7,0.196314,wage_only,derived_from_official_sg,0.26,external_proxy,0.2806,0.0000,0.2806,0.1176,0.2476,0.0000,0.5726,0.2793,0.4935,0.7207,0.1784,moderate,0.0163,very_low,stable,,true,0.4058,false,false,reliability_weighted,divergent,3,aioe:0.3126|anthropic:0.3413|ilo:0.3461,false,divergent_exposure_sources,medium,0.6802,0.8200,0.4500,0.6500,V7,0.2806,0.1926,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.1440,0.2806,0.4096,0.0926,0.1752,0.2551,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
82132,Mechanical products quality checker and tester,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4354,3157,5496,1,1,estimated_sg_submajor_weighted_2025,82,3.7,0.283757,wage_only,derived_from_official_sg,3.46,external_proxy,0.2628,0.0367,0.2647,0.1337,0.2293,0.0000,0.5976,0.3012,0.5366,0.6988,0.1602,moderate,0.0190,very_low,stable,,true,0.3019,false,false,reliability_weighted,divergent,2,aioe:0.4780|anthropic:0.5220,false,divergent_exposure_sources,medium,0.4574,0.5500,0.4500,0.6500,V7,0.2628,0.1727,1.0000,0.3455,0.1063,anthropic_task_penetration_v1,0.1059,0.2647,0.4101,0.0631,0.1601,0.2539,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
81220,Metal heat treating plant operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4652,3240,7480,1.2,1.2,estimated_sg_submajor_weighted_2025,81,8.3,0.139344,wage_only,derived_from_official_sg,0.1,external_proxy,0.1099,0.0000,0.1099,0.0392,0.1056,0.0000,0.6277,0.3387,0.6132,0.6613,0.0698,low,0.0026,very_low,stable,,true,0.0686,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8218,1.0000,0.9500,0.6500,V7,0.1099,0.0765,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.0894,0.1099,0.1294,0.0543,0.0691,0.0842,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
81210,"Metal melter, caster and rolling mill operator",PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2671,2568,3000,0.9,0.9,estimated_sg_submajor_weighted_2025,81,8.3,0.105586,wage_only,derived_from_official_sg,1,external_proxy,0.1839,0.0000,0.1839,0.4866,0.0944,0.0000,0.6042,0.2678,0.4608,0.7322,0.0691,low,0.0412,very_low,stable,,true,-0.0686,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8714,1.0000,0.9500,0.6500,V7,0.1839,0.0748,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.1556,0.1839,0.2120,0.0533,0.0689,0.0872,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
81251,Metalworking machine setter-operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2809,2178,4045,0.9,0.9,estimated_sg_submajor_weighted_2025,81,8.3,0.108279,wage_only,derived_from_official_sg,0.75,external_proxy,0.1065,0.0000,0.1065,0.0098,0.1055,0.0000,0.6370,0.3146,0.5575,0.6854,0.0723,low,0.0006,very_low,stable,,true,0.0624,false,false,reliability_weighted,consensus_low,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.7711,0.5500,0.9500,0.6500,V7,0.1065,0.0790,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.0740,0.1065,0.1364,0.0486,0.0712,0.0923,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83000,Mobile machinery supervisor and general foreman,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2522,2457,2820,5.6,5.6,estimated_sg_submajor_weighted_2025,83,116.9,0.047928,wage_only,derived_from_official_sg,0.08,external_proxy,0.2107,0.0422,0.2125,0.8636,0.0290,0.0000,0.4939,0.2256,0.3915,0.7744,0.0224,very_low,0.0718,very_low,stable,,true,0.0508,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,medium,0.6897,0.8200,0.4500,0.8500,V7,0.2107,0.0237,1.0000,0.0422,1.0000,anthropic_task_penetration_v1,0.1044,0.2125,0.3178,0.0072,0.0199,0.0408,bootstrap_v2,submajor_fallback,GCE O-Level / Secondary,external_proxy,false,false,high,true
83211,Motorcycle delivery man,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2080,1537,2626,5.1,5.1,estimated_sg_submajor_weighted_2025,83,116.9,0.043526,wage_only,derived_from_official_sg,10.42,external_proxy,0.2520,0.0000,0.2520,0.3930,0.1529,0.0600,0.6072,0.3260,0.4562,0.6740,0.1031,low,0.0452,very_low,stable,,true,0.2376,false,prefix,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,low_risk_but_high_observed_usage,medium,0.7228,1.0000,0.8500,0.6500,V7,0.2520,0.1124,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.1924,0.2520,0.3105,0.0731,0.1028,0.1324,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
81830,Packing/Bottling/Labelling machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2101,1600,3020,0.8,0.8,estimated_sg_submajor_weighted_2025,81,8.3,0.093644,wage_only,derived_from_official_sg,2.96,external_proxy,0.1027,0.0422,0.1036,0.1462,0.0884,0.0000,0.5550,0.2681,0.4724,0.7319,0.0647,low,0.0072,very_low,stable,,true,0.0597,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8432,1.0000,0.9500,0.6500,V7,0.1027,0.0691,1.0000,0.0422,1.0000,anthropic_task_penetration_v1,0.0592,0.1036,0.1465,0.0368,0.0636,0.0924,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83225,Parking valet,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2372,2000,2800,5.4,5.4,estimated_sg_submajor_weighted_2025,83,116.9,0.046481,wage_only,derived_from_official_sg,1.89,external_proxy,0.2133,0.0000,0.2133,0.5339,0.0994,0.0600,0.6507,0.3339,0.4640,0.6661,0.0662,low,0.0528,very_low,stable,,true,-0.0321,false,prefix,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8864,1.0000,0.9500,0.6500,V7,0.2133,0.0727,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.1714,0.2133,0.2548,0.0481,0.0652,0.0857,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
83501,Port limit helmsman/steersman/engine driver/tugmaster,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2683,2334,3284,5.8,5.8,estimated_sg_submajor_weighted_2025,83,116.9,0.049434,wage_only,derived_from_official_sg,0.28,external_proxy,0.0946,0.0139,0.0948,0.9011,0.0094,0.0000,0.5389,0.2546,0.4461,0.7454,0.0070,very_low,0.0381,very_low,stable,,true,0.0107,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7099,1.0000,0.9500,0.8500,V7,0.0946,0.0075,1.0000,0.1124,0.1236,anthropic_task_penetration_v1,0.0733,0.0948,0.1165,0.0015,0.0068,0.0129,bootstrap_v2,direct,Polytechnic / ITE Diploma,external_proxy,false,false,high,true
81252,Precision grinding machine setter-operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3227,2740,3882,1,1,estimated_sg_submajor_weighted_2025,81,8.3,0.116056,wage_only,derived_from_official_sg,0.75,external_proxy,0.1065,0.0529,0.1077,0.0098,0.1066,0.0000,0.5420,0.2594,0.4560,0.7406,0.0790,low,0.0005,very_low,stable,,true,0.0624,false,false,reliability_weighted,consensus_low,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.7711,0.5500,0.9500,0.6500,V7,0.1065,0.0838,1.0000,0.0529,1.0000,anthropic_task_penetration_v1,0.0748,0.1077,0.1378,0.0532,0.0779,0.1009,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
81841,Printing machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2229,1700,3452,0.8,0.8,estimated_sg_submajor_weighted_2025,81,8.3,0.096455,wage_only,derived_from_official_sg,0.68,external_proxy,0.4087,0.0422,0.4121,0.0651,0.3853,0.0000,0.5878,0.2898,0.5134,0.7102,0.2736,moderate,0.0138,very_low,at_risk,,true,0.2032,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,medium,0.5743,0.8200,0.8500,0.6500,V7,0.4087,0.2938,1.0000,0.0422,1.0000,anthropic_task_penetration_v1,0.3422,0.4121,0.4781,0.2206,0.2729,0.3208,bootstrap_v2,direct,Polytechnic / ITE Diploma,external_proxy,false,false,high,true
81501,Sewing machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2267,1738,3000,0.8,0.8,estimated_sg_submajor_weighted_2025,81,8.3,0.097273,wage_only,derived_from_official_sg,0.96,external_proxy,0.1122,0.0000,0.1122,0.0071,0.1114,0.0000,0.6477,0.2983,0.5189,0.7017,0.0782,low,0.0004,very_low,stable,,true,0.049,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.7943,0.8200,0.9500,0.4000,V7,0.1122,0.0854,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.0954,0.1122,0.1281,0.0642,0.0761,0.0881,bootstrap_v2,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
81000,Stationary plant and machine supervisor/general foreman,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4705,3343,7753,1,1,estimated_sg_submajor_weighted_2025,81,8.3,0.140136,wage_only,derived_from_official_sg,5.42,external_proxy,0.3126,0.0504,0.3158,0.8841,0.0366,0.0000,0.6286,0.3395,0.6147,0.6605,0.0242,very_low,0.1716,very_low,ai_leveraged,,true,-0.1934,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7943,0.8200,0.4500,0.8500,V7,0.3126,0.0262,1.0000,0.0643,0.7841,anthropic_task_penetration_v1,0.1991,0.3158,0.4364,0.0067,0.0225,0.0436,bootstrap_v2,direct,Polytechnic / ITE Diploma,external_proxy,false,false,high,true
