ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,estimated_sg_employment_thousands,employment_thousands,employment_basis,employment_family_code,employment_family_total_thousands,employment_weight_within_family,employment_estimate_method,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,task_signal,exposure_v7,bottleneck,displacement_pressure,demand_signal_bonus,demand_persistence,demand_resilience,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,profile,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,exposure_blend_strategy,exposure_agreement,exposure_source_count,exposure_source_weights,signal_conflict,signal_conflict_reasons,confidence_level,confidence_score,confidence_source_coverage,confidence_signal_agreement,confidence_sensitivity,structural_model_version,baseline_v6_exposure,baseline_v6_net_risk,task_primitives_matched_task_weight_share,task_primitives_task_effective_coverage,task_primitives_task_exposure_concentration,task_primitives_method,uncertainty_exposure_p10,uncertainty_exposure_p50,uncertainty_exposure_p90,uncertainty_net_risk_p10,uncertainty_net_risk_p50,uncertainty_net_risk_p90,uncertainty_method,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
21621,Landscape architect,PROFESSIONALS,6145,5500,10102,2.4,2.4,estimated_sg_submajor_weighted_2025,21,154.5,0.015450,wage_only,derived_from_official_sg,0.31,external_proxy,0.4720,0.0000,0.4720,0.5597,0.2078,0.0000,0.6236,0.3081,0.5461,0.6919,0.1438,low,0.1443,very_low,ai_leveraged,,true,-0.5891,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7964,1.0000,0.4500,0.6500,V7,0.4720,0.1567,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.3289,0.4720,0.6215,0.0956,0.1434,0.1937,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
26221,Librarian,PROFESSIONALS,6659,5352,8470,1.9,1.9,estimated_sg_submajor_weighted_2025,26,43.4,0.042925,wage_only,derived_from_official_sg,1.99,external_proxy,0.7851,0.0405,0.7914,0.7415,0.2046,0.0000,0.3999,0.2251,0.4114,0.7749,0.1585,moderate,0.2414,low,ai_leveraged,,true,0.1581,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.7039,1.0000,0.4500,0.6500,V7,0.7851,0.1653,1.0000,0.1930,0.2096,anthropic_task_penetration_v1,0.7195,0.7914,0.8598,0.1169,0.1580,0.2024,bootstrap_v2,submajor_fallback,Graduate Degree,external_proxy,false,false,false,false
21513,Lift engineer,PROFESSIONALS,4842,3811,6622,2.1,2.1,estimated_sg_submajor_weighted_2025,21,154.5,0.013714,wage_only,derived_from_official_sg,2.02,external_proxy,0.5977,0.0139,0.5994,0.6453,0.2126,0.0000,0.3955,0.2163,0.3929,0.7837,0.1666,moderate,0.1519,very_low,ai_leveraged,,true,-0.0508,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6739,1.0000,0.4500,0.6500,V7,0.5977,0.1745,1.0000,0.1124,0.1236,anthropic_task_penetration_v1,0.4943,0.5994,0.7078,0.1266,0.1648,0.2089,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
24211,Management consultant,PROFESSIONALS,10799,6053,17995,5.9,5.9,estimated_sg_submajor_weighted_2025,24,216.1,0.027135,wage_only,derived_from_official_sg,15.05,external_proxy,0.7582,0.1037,0.7739,0.5793,0.3256,0.0000,0.6250,0.3675,0.6778,0.6325,0.2059,moderate,0.3039,low,ai_leveraged,,true,-0.1624,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8339,1.0000,0.4500,0.8500,V7,0.7582,0.2217,1.0000,0.2002,0.5180,anthropic_task_penetration_v1,0.6567,0.7739,0.8933,0.1638,0.2054,0.2527,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
21411,Manufacturing engineer,PROFESSIONALS,4589,2596,6860,2.1,2.1,estimated_sg_submajor_weighted_2025,21,154.5,0.013351,wage_only,derived_from_official_sg,5.16,external_proxy,0.5836,0.0092,0.5846,0.7148,0.1667,0.0800,0.4757,0.3361,0.4633,0.6639,0.1107,low,0.1936,very_low,ai_leveraged,,true,-0.5633,prefix,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8414,1.0000,0.4500,0.8500,V7,0.5836,0.1184,1.0000,0.0351,0.2622,anthropic_task_penetration_v1,0.4481,0.5846,0.7272,0.0751,0.1088,0.1485,bootstrap_v2,direct,University Degree,external_proxy,false,strict,false,false
21473,Marine engineer,PROFESSIONALS,4603,4130,5700,2.1,2.1,estimated_sg_submajor_weighted_2025,21,154.5,0.013371,wage_only,derived_from_official_sg,1.11,external_proxy,0.6259,0.0282,0.6295,0.6667,0.2098,0.0000,0.4151,0.1965,0.3445,0.8035,0.1686,moderate,0.1445,very_low,ai_leveraged,,true,-0.1178,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.6514,0.8200,0.8500,0.6500,V7,0.6259,0.1763,1.0000,0.0538,0.5236,anthropic_task_penetration_v1,0.5569,0.6295,0.7045,0.1322,0.1675,0.2069,bootstrap_v2,direct,University Degree,external_proxy,false,strict,false,false
21714,Marine superintendent,PROFESSIONALS,9600,6580,14426,3,3,estimated_sg_submajor_weighted_2025,21,154.5,0.019311,wage_only,derived_from_official_sg,0.12,external_proxy,0.3445,0.1092,0.3520,0.8431,0.0552,0.1500,0.7328,0.5275,0.6760,0.4725,0.0261,very_low,0.2006,low,ai_leveraged,,true,-0.014,exact,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.6268,0.8200,0.8500,0.8500,V7,0.3445,0.0295,1.0000,0.1092,1.0000,anthropic_task_penetration_v1,0.3396,0.3520,0.3647,0.0155,0.0260,0.0373,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
21712,Marine superintendent (engineer),PROFESSIONALS,7638,5800,10240,2.7,2.7,estimated_sg_submajor_weighted_2025,21,154.5,0.017225,wage_only,derived_from_official_sg,0.12,external_proxy,0.3445,0.0282,0.3464,0.8431,0.0543,0.1500,0.6317,0.4621,0.5532,0.5379,0.0292,very_low,0.1616,very_low,ai_leveraged,,true,-0.014,exact,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.6268,0.8200,0.8500,0.8500,V7,0.3445,0.0325,1.0000,0.0538,0.5236,anthropic_task_penetration_v1,0.3342,0.3464,0.3589,0.0171,0.0290,0.0412,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
24312,Market research professional,PROFESSIONALS,7000,5437,9167,4.7,4.7,estimated_sg_submajor_weighted_2025,24,216.1,0.021847,wage_only,derived_from_official_sg,3.02,external_proxy,0.8954,0.0235,0.8996,0.5686,0.3881,0.0000,0.5142,0.2716,0.4892,0.7284,0.2827,moderate,0.2503,low,mixed,,true,0.101,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8396,1.0000,0.9500,0.6500,V7,0.8954,0.3012,1.0000,0.5135,0.0458,anthropic_task_penetration_v1,0.8717,0.8996,0.9270,0.2368,0.2817,0.3269,bootstrap_v2,direct,University Degree,external_proxy,false,partial,false,false
24313,Marketing strategy/planning professional,PROFESSIONALS,8060,4600,11785,5.1,5.1,estimated_sg_submajor_weighted_2025,24,216.1,0.023442,wage_only,derived_from_official_sg,3.02,external_proxy,0.8954,0.0631,0.9067,0.5686,0.3911,0.0000,0.5782,0.3327,0.6109,0.6673,0.2610,moderate,0.3150,low,mixed,,true,0.101,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8396,1.0000,0.9500,0.6500,V7,0.8954,0.2801,1.0000,0.2758,0.2289,anthropic_task_penetration_v1,0.8785,0.9087,0.9343,0.2193,0.2599,0.3019,bootstrap_v2,direct,University Degree,external_proxy,false,partial,false,false
21492,Materials engineer,PROFESSIONALS,8643,6592,10805,2.8,2.8,estimated_sg_submajor_weighted_2025,21,154.5,0.018323,wage_only,derived_from_official_sg,2.22,external_proxy,0.5322,0.0000,0.5322,0.6800,0.1703,0.0000,0.4689,0.2686,0.4926,0.7314,0.1246,low,0.1783,very_low,ai_leveraged,,true,-0.0524,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,V7,0.5322,0.1325,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.4620,0.5322,0.6047,0.0944,0.1236,0.1559,bootstrap_v2,direct,University Degree,external_proxy,false,strict,false,false
21441,Mechanical engineer,PROFESSIONALS,6205,4900,8678,2.4,2.4,estimated_sg_submajor_weighted_2025,21,154.5,0.015525,wage_only,derived_from_official_sg,4.1,external_proxy,0.6275,0.0136,0.6293,0.6578,0.2154,0.0000,0.4464,0.2458,0.4471,0.7542,0.1624,moderate,0.1851,very_low,ai_leveraged,,true,-0.1104,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V7,0.6275,0.1716,1.0000,0.0769,0.1775,anthropic_task_penetration_v1,0.5213,0.6293,0.7407,0.1220,0.1605,0.2048,bootstrap_v2,direct,University Degree,external_proxy,false,strict,false,false
21531,Media and broadcasting engineer,PROFESSIONALS,6049,5012,8631,2.4,2.4,estimated_sg_submajor_weighted_2025,21,154.5,0.015329,wage_only,derived_from_official_sg,1.08,external_proxy,0.8059,0.0139,0.8082,0.2130,0.6360,0.0000,0.4250,0.2337,0.4248,0.7663,0.4874,high,0.0731,very_low,at_risk,,true,-0.0747,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8639,1.0000,0.8500,0.6500,V7,0.8059,0.5130,1.0000,0.1124,0.1236,anthropic_task_penetration_v1,0.7465,0.8082,0.8713,0.4323,0.4851,0.5457,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
24332,Medical and pharmaceutical products sales professional,PROFESSIONALS,7259,5524,11385,4.8,4.8,estimated_sg_submajor_weighted_2025,24,216.1,0.022247,wage_only,derived_from_official_sg,5.72,external_proxy,0.7818,0.0241,0.7855,0.3467,0.5132,0.0000,0.5833,0.3153,0.5710,0.6847,0.3514,high,0.1555,very_low,mixed,,true,0.166,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6998,1.0000,0.4500,0.8500,V7,0.7818,0.3795,1.0000,0.3236,0.0744,anthropic_task_penetration_v1,0.6997,0.7855,0.8693,0.2982,0.3499,0.4039,bootstrap_v2,direct,University Degree,external_proxy,false,partial,false,false
22693,Medical diagnostic radiographer,PROFESSIONALS,5716,4606,7253,1.9,1.9,estimated_sg_submajor_weighted_2025,22,61.6,0.030683,wage_only,derived_from_official_sg,0,external_proxy,0.3521,0.0000,0.3521,0.8770,0.0433,0.1500,0.6043,0.4216,0.4693,0.5784,0.0250,very_low,0.1449,very_low,ai_leveraged,,false,,exact,false,reliability_weighted,divergent,2,aioe:0.4745|ilo:0.5255,false,divergent_exposure_sources,medium,0.7580,0.5500,0.4500,0.8500,V7,0.3521,0.0277,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.1485,0.3521,0.5775,0.0080,0.0229,0.0460,bootstrap_v2,direct,University Degree,external_proxy,false,strict,false,false
21342,Medical laboratory scientist,PROFESSIONALS,5979,5412,7443,2.4,2.4,estimated_sg_submajor_weighted_2025,21,154.5,0.015240,wage_only,derived_from_official_sg,1.41,external_proxy,0.5465,0.0291,0.5497,0.8271,0.0950,0.0800,0.5796,0.3356,0.4393,0.6644,0.0631,low,0.1997,very_low,ai_leveraged,,true,-0.2679,prefix,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,medium,0.6776,0.8200,0.4500,0.6500,V7,0.5465,0.0683,1.0000,0.0291,1.0000,anthropic_task_penetration_v1,0.4215,0.5497,0.6812,0.0363,0.0608,0.0914,bootstrap_v2,direct,Graduate Degree,external_proxy,false,false,false,false
21346,Medical scientist,PROFESSIONALS,5833,5400,6500,2.3,2.3,estimated_sg_submajor_weighted_2025,21,154.5,0.015052,wage_only,derived_from_official_sg,1.41,external_proxy,0.5465,0.0291,0.5497,0.8271,0.0950,0.0800,0.5962,0.3309,0.4251,0.6691,0.0636,low,0.1933,very_low,ai_leveraged,,true,-0.2679,prefix,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,medium,0.6776,0.8200,0.4500,0.6500,V7,0.5465,0.0689,1.0000,0.0291,1.0000,anthropic_task_penetration_v1,0.4215,0.5497,0.6812,0.0342,0.0620,0.0958,bootstrap_v2,direct,Graduate Degree,external_proxy,false,false,false,false
26353,Medical social worker,PROFESSIONALS,4915,4203,6513,1.6,1.6,estimated_sg_submajor_weighted_2025,26,43.4,0.036878,wage_only,derived_from_official_sg,5.6,external_proxy,0.3836,0.0000,0.3836,0.8476,0.0585,0.1500,0.5914,0.4102,0.4468,0.5898,0.0345,very_low,0.1453,very_low,ai_leveraged,,true,-0.3093,exact,false,reliability_weighted,divergent,3,aioe:0.3126|anthropic:0.3413|ilo:0.3461,false,divergent_exposure_sources,high,0.7897,0.8200,0.4500,0.6500,V7,0.3836,0.0379,,,,,0.2868,0.3836,0.4862,0.0180,0.0333,0.0531,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
26361,Minister of religion,PROFESSIONALS,6637,4472,12804,1.9,1.9,estimated_sg_submajor_weighted_2025,26,43.4,0.042854,wage_only,derived_from_official_sg,2.81,external_proxy,0.4578,0.0463,0.4620,0.8610,0.0642,0.0000,0.6953,0.3578,0.6406,0.6422,0.0413,very_low,0.2548,low,ai_leveraged,,true,-0.1532,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7583,1.0000,0.4500,0.6500,V7,0.4578,0.0453,1.0000,0.3718,0.1245,anthropic_task_penetration_v1,0.2764,0.4620,0.6573,0.0143,0.0379,0.0722,bootstrap_v2,direct,Graduate Degree,external_proxy,false,false,false,false
21662,Multimedia (including games) designer,PROFESSIONALS,5319,4497,7584,2.2,2.2,estimated_sg_submajor_weighted_2025,21,154.5,0.014374,wage_only,derived_from_official_sg,2.47,external_proxy,0.7459,0.0546,0.7540,0.4412,0.4214,0.0000,0.3917,0.2155,0.3918,0.7845,0.3306,high,0.1303,very_low,mixed,,true,0.0848,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.7652,1.0000,0.9500,0.6500,V7,0.7459,0.3433,1.0000,0.0754,0.7242,anthropic_task_penetration_v1,0.7165,0.7540,0.7897,0.2860,0.3292,0.3725,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
25123,Multimedia (including games) developer,PROFESSIONALS,6331,5422,9496,4.1,4.1,estimated_sg_submajor_weighted_2025,25,82.3,0.049358,wage_only,derived_from_official_sg,0,external_proxy,0.8584,0.0642,0.8694,0.0481,0.8276,0.1400,0.4953,0.3899,0.4452,0.6101,0.5049,very_high,0.0186,very_low,at_risk,,false,,prefix,prefix,reliability_weighted,consensus_high,2,aioe:0.4745|ilo:0.5255,false,high_risk_but_positive_labour_market,medium,0.7674,0.5500,0.9500,0.6500,V7,0.8584,0.5390,1.0000,0.3670,0.1749,anthropic_task_penetration_v1,0.8522,0.8694,0.8850,0.4620,0.5027,0.5400,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
21663,Multimedia artist and animator,PROFESSIONALS,5000,3775,8177,2.2,2.2,estimated_sg_submajor_weighted_2025,21,154.5,0.013936,wage_only,derived_from_official_sg,2.47,external_proxy,0.7459,0.1134,0.7628,0.4412,0.4263,0.0000,0.4832,0.2627,0.4763,0.7373,0.3143,high,0.1603,very_low,mixed,,true,0.0848,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.7652,1.0000,0.9500,0.6500,V7,0.7459,0.3275,1.0000,0.3048,0.3721,anthropic_task_penetration_v1,0.7248,0.7628,0.7989,0.2726,0.3132,0.3562,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
25220,"Network, servers and computer systems administrator",PROFESSIONALS,4765,3688,6920,3.5,3.5,estimated_sg_submajor_weighted_2025,25,82.3,0.042821,wage_only,derived_from_official_sg,0,external_proxy,0.7747,0.0468,0.7819,0.1497,0.6649,0.1200,0.5496,0.3826,0.4615,0.6174,0.4105,high,0.0540,very_low,at_risk,,false,,false,exact,reliability_weighted,divergent,2,aioe:0.4745|ilo:0.5255,true,high_risk_but_exact_demand|high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7180,0.5500,0.4500,0.8500,V7,0.7747,0.4429,1.0000,0.2544,0.1840,anthropic_task_penetration_v1,0.6117,0.7819,0.9357,0.3145,0.4111,0.5001,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
22652,Nutritionist,PROFESSIONALS,4684,3232,8074,1.7,1.7,estimated_sg_submajor_weighted_2025,22,61.6,0.027775,wage_only,derived_from_official_sg,1.27,external_proxy,0.7747,0.0452,0.7817,0.8155,0.1442,0.0000,0.4721,0.2641,0.4820,0.7359,0.1061,low,0.3073,low,ai_leveraged,,true,-0.2312,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V7,0.7747,0.1119,1.0000,0.1146,0.3948,anthropic_task_penetration_v1,0.7121,0.7817,0.8549,0.0679,0.1053,0.1457,bootstrap_v2,direct,Graduate Degree,external_proxy,false,strict,false,false
22144,Obstetrician/Gynaecologist,PROFESSIONALS,5965,4741,7002,1.9,1.9,estimated_sg_submajor_weighted_2025,22,61.6,0.031344,wage_only,derived_from_official_sg,1.9,external_proxy,0.4381,0.0729,0.4445,0.9724,0.0123,0.0000,0.5288,0.2553,0.4498,0.7447,0.0091,very_low,0.1944,very_low,ai_leveraged,,true,-0.0655,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.7532,0.8200,0.8500,0.8500,V7,0.4381,0.0097,1.0000,0.2156,0.3380,anthropic_task_penetration_v1,0.4232,0.4445,0.4671,0.0000,0.0093,0.0303,bootstrap_v2,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22631,Occupational health and safety professional,PROFESSIONALS,5000,3263,7313,1.8,1.8,estimated_sg_submajor_weighted_2025,22,61.6,0.028697,wage_only,derived_from_official_sg,1.27,external_proxy,0.6845,0.0000,0.6845,0.8155,0.1263,0.0000,0.4591,0.2580,0.4713,0.7420,0.0937,low,0.2631,low,ai_leveraged,,true,-0.2312,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8339,1.0000,0.4500,0.8500,V7,0.6845,0.0995,0.9470,0.0000,0.0000,anthropic_task_penetration_v1,0.5298,0.6845,0.8472,0.0553,0.0925,0.1375,bootstrap_v2,direct,Graduate Degree,external_proxy,false,strict,false,false
22680,Occupational therapist,PROFESSIONALS,4933,4085,6488,1.8,1.8,estimated_sg_submajor_weighted_2025,22,61.6,0.028504,wage_only,derived_from_official_sg,2.99,external_proxy,0.2857,0.0230,0.2870,0.9652,0.0100,0.1500,0.5952,0.4139,0.4543,0.5861,0.0058,very_low,0.1259,very_low,ai_leveraged,,true,0.0242,exact,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.7654,0.8200,0.9500,0.8500,V7,0.2857,0.0064,0.9669,0.0230,1.0000,anthropic_task_penetration_v1,0.2602,0.2870,0.3130,0.0000,0.0057,0.0168,bootstrap_v2,direct,Graduate Degree,external_proxy,false,strict,false,false
24352,Oil and bunker trader,PROFESSIONALS,14896,8610,20000,6.9,6.9,estimated_sg_submajor_weighted_2025,24,216.1,0.031869,wage_only,derived_from_official_sg,12.04,external_proxy,0.8644,0.0000,0.8644,0.4813,0.4484,0.0000,0.6277,0.3699,0.6825,0.6301,0.2825,moderate,0.2839,low,mixed,,true,0.0904,false,false,reliability_weighted,consensus_high,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,high,0.7848,0.8200,0.9500,0.6500,V7,0.8644,0.3107,0.7933,0.0000,0.0000,anthropic_task_penetration_v1,0.8269,0.8644,0.9009,0.2436,0.2815,0.3215,bootstrap_v2,direct,University Degree,external_proxy,false,partial,false,false
21212,Operations research analyst,PROFESSIONALS,6352,4760,9530,2.4,2.4,estimated_sg_submajor_weighted_2025,21,154.5,0.015708,wage_only,derived_from_official_sg,1.02,external_proxy,0.8899,0.0499,0.8988,0.1952,0.7233,0.0000,0.4632,0.2624,0.4802,0.7376,0.5335,very_high,0.0842,very_low,at_risk,,true,-0.1791,false,false,reliability_weighted,consensus_high,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,high,0.8000,0.8200,0.9500,0.6500,V7,0.8899,0.5614,0.9541,0.2882,0.1732,anthropic_task_penetration_v1,0.8403,0.8988,0.9607,0.4775,0.5327,0.5939,bootstrap_v2,direct,Graduate Degree,external_proxy,false,false,false,false
22145,Ophthalmologist,PROFESSIONALS,6804,6205,10257,2.1,2.1,estimated_sg_submajor_weighted_2025,22,61.6,0.033476,wage_only,derived_from_official_sg,1.9,external_proxy,0.4381,0.0465,0.4422,0.9724,0.0122,0.0000,0.6168,0.3038,0.5379,0.6963,0.0085,very_low,0.2313,low,ai_leveraged,,true,-0.0655,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.7457,0.8200,0.8500,0.8500,V7,0.4381,0.0092,1.0000,0.0465,1.0000,anthropic_task_penetration_v1,0.4210,0.4422,0.4647,0.0000,0.0086,0.0314,bootstrap_v2,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22670,Optometrist,PROFESSIONALS,5241,4342,6191,1.8,1.8,estimated_sg_submajor_weighted_2025,22,61.6,0.029380,wage_only,derived_from_official_sg,2.24,external_proxy,0.3195,0.0000,0.3195,0.9162,0.0268,0.0000,0.5297,0.2463,0.4297,0.7537,0.0202,very_low,0.1258,very_low,ai_leveraged,,true,-0.1807,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7449,1.0000,0.8500,0.8500,V7,0.3195,0.0216,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.2575,0.3195,0.3847,0.0042,0.0197,0.0369,bootstrap_v2,direct,Graduate Degree,external_proxy,false,strict,false,false
22135,Orthopaedic surgeon,PROFESSIONALS,5836,5580,6539,1.9,1.9,estimated_sg_submajor_weighted_2025,22,61.6,0.031003,wage_only,derived_from_official_sg,0.18,external_proxy,0.2302,0.0000,0.2302,0.9955,0.0010,0.0000,0.4714,0.2199,0.3840,0.7801,0.0008,very_low,0.0880,very_low,stable,,true,-0.3431,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,medium,0.6943,0.8200,0.4500,0.8500,V7,0.2302,0.0008,,,,,0.1052,0.2302,0.3583,0.0000,0.0007,0.0127,bootstrap_v2,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22148,"Otorhinolaryngologist/Ear, nose, throat (ENT) specialist",PROFESSIONALS,6624,6097,9707,2,2,estimated_sg_submajor_weighted_2025,22,61.6,0.033030,wage_only,derived_from_official_sg,1.9,external_proxy,0.4381,0.0000,0.4381,0.9724,0.0121,0.0000,0.5974,0.2920,0.5162,0.7080,0.0086,very_low,0.2199,low,ai_leveraged,,true,-0.0655,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.7457,0.8200,0.8500,0.8500,V7,0.4381,0.0093,,,,,0.4171,0.4381,0.4604,0.0000,0.0081,0.0312,bootstrap_v2,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22126,Paediatrician,PROFESSIONALS,5789,4530,6752,1.9,1.9,estimated_sg_submajor_weighted_2025,22,61.6,0.030878,wage_only,derived_from_official_sg,2.54,external_proxy,0.4254,0.0527,0.4299,0.9813,0.0080,0.0000,0.5659,0.2659,0.4652,0.7341,0.0059,very_low,0.1963,very_low,ai_leveraged,,true,-0.0003,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,medium,0.7852,1.0000,0.8500,0.8500,V7,0.4254,0.0063,1.0000,0.1033,0.5104,anthropic_task_penetration_v1,0.3717,0.4299,0.4901,0.0000,0.0053,0.0295,bootstrap_v2,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
24233,Personnel/Human resource officer,PROFESSIONALS,4000,3370,4605,3.6,3.6,estimated_sg_submajor_weighted_2025,24,216.1,0.016514,wage_only,derived_from_official_sg,7.07,external_proxy,0.8386,0.0000,0.8386,0.6390,0.3027,0.0000,0.4026,0.1884,0.3291,0.8116,0.2457,moderate,0.1764,very_low,ai_leveraged,,true,-0.1685,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8500,1.0000,0.8500,0.6500,V7,0.8386,0.2579,1.0000,0.0000,0.0000,anthropic_task_penetration_v1,0.7882,0.8386,0.8916,0.1982,0.2440,0.2945,bootstrap_v2,direct,University Degree,external_proxy,false,false,false,false
22621,Pharmacist (patient care),PROFESSIONALS,5466,4504,7346,1.8,1.8,estimated_sg_submajor_weighted_2025,22,61.6,0.030004,wage_only,derived_from_official_sg,4.69,external_proxy,0.5263,0.0135,0.5278,0.9287,0.0376,0.0000,0.5249,0.2578,0.4564,0.7422,0.0279,very_low,0.2237,low,ai_leveraged,,true,0.0668,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,V7,0.5263,0.0298,1.0000,0.0491,0.2748,anthropic_task_penetration_v1,0.4761,0.5278,0.5798,0.0025,0.0276,0.0534,bootstrap_v2,direct,Graduate Degree,external_proxy,false,strict,false,false
