ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,estimated_sg_employment_thousands,employment_thousands,employment_basis,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,structural_risk,structural_risk_band,transition_adjusted_risk,transition_adjusted_band,transition_adjusted_impact_type,realized_risk_proxy,adaptation_capacity,adaptation_buffer,demand_fragility,reallocation_capacity,profile,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,exposure_blend_strategy,exposure_agreement,exposure_source_count,exposure_source_weights,signal_conflict,signal_conflict_reasons,confidence_level,confidence_score,confidence_source_coverage,confidence_signal_agreement,confidence_sensitivity,structural_model_version,scoring_basis,baseline_v42_exposure,baseline_v42_net_risk,baseline_v42_risk_band,baseline_v42_augmentation,baseline_v42_impact_type,baseline_v43_exposure,baseline_v43_net_risk,baseline_v43_risk_band,baseline_v43_augmentation,baseline_v43_impact_type,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
72310,Automotive mechanic,CRAFTSMEN AND RELATED TRADES WORKERS,2776,2160,3400,1.7,1.7,estimated_sg_submajor,derived_from_official_sg,3.85,external_proxy,0.1910,0.6078,0.2566,0.9102,0.0682,low,0.0117,very_low,stable,0.0682,low,0.0629,low,stable,0.0058,0.3830,0.0766,0.0000,1.0000,shielded,true,0.0472,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8789,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.1126,0.0402,very_low,0.0176,stable,0.1459,0.0521,low,0.0228,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
75121,Baker,CRAFTSMEN AND RELATED TRADES WORKERS,2210,1500,3083,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,1.19,external_proxy,0.2054,0.1007,0.2754,0.9036,0.1669,moderate,0.0035,very_low,stable,0.1669,moderate,0.1544,moderate,stable,0.0156,0.3752,0.0750,0.0000,1.0000,balanced,true,-0.0856,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.1757,0.1428,low,0.0049,stable,0.1869,0.1519,moderate,0.0052,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
71331,Building maintenance worker,CRAFTSMEN AND RELATED TRADES WORKERS,3245,2438,4461,2.3,2.3,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.1622,0.7611,0.3309,0.8842,0.0343,very_low,0.0156,very_low,stable,0.0343,very_low,0.0322,very_low,stable,0.0031,0.2993,0.0599,0.0000,0.5000,shielded,false,,false,false,reliability_weighted,aligned_mid,3,aioe:0.3177|eloundou:0.3305|ilo:0.3518,false,,high,0.8230,0.8200,0.8500,0.6500,V5,posterior_ensemble_fallback_v5,0.0982,0.0207,very_low,0.0247,stable,0.0982,0.0207,very_low,0.0247,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
71311,Building painter,CRAFTSMEN AND RELATED TRADES WORKERS,1600,1600,2450,2.3,2.3,estimated_sg_submajor,derived_from_official_sg,0.13,external_proxy,0.2609,0.0232,0.1855,0.9351,0.2383,moderate,0.0018,very_low,stable,0.2383,moderate,0.2199,moderate,stable,0.0225,0.3862,0.0772,0.0000,1.0000,balanced,true,0.7512,false,false,reliability_weighted,divergent,3,aioe:0.3126|anthropic:0.3413|ilo:0.3461,false,divergent_exposure_sources,high,0.7297,0.8200,0.4500,0.4000,V5,posterior_task_aware_v5,0.3871,0.3536,high,0.0017,at_risk,0.3248,0.2967,moderate,0.0014,at_risk,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
75110,"Butcher, fishmonger and related food preparer",CRAFTSMEN AND RELATED TRADES WORKERS,2772,2593,3142,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,0.94,external_proxy,0.1713,0.1355,0.1982,0.9306,0.1378,low,0.0027,very_low,stable,0.1378,low,0.1298,low,stable,0.0141,0.2914,0.0583,0.0000,0.5000,shielded,true,-0.0152,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,medium,0.6879,1.0000,0.9500,0.4000,V5,posterior_ensemble_fallback_v5,0.1251,0.1007,low,0.0034,stable,0.1251,0.1007,low,0.0034,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
71151,Carpenter,CRAFTSMEN AND RELATED TRADES WORKERS,2902,2110,4209,2.3,2.3,estimated_sg_submajor,derived_from_official_sg,4.58,external_proxy,0.1858,0.8422,0.3289,0.8849,0.0259,very_low,0.0184,very_low,stable,0.0259,very_low,0.0240,very_low,stable,0.0021,0.3671,0.0734,0.0000,1.0000,shielded,true,0.0891,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9089,1.0000,0.9500,0.8500,V5,posterior_task_aware_v5,0.0890,0.0124,very_low,0.0247,stable,0.1321,0.0184,very_low,0.0366,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
74121,Electrical fitter,CRAFTSMEN AND RELATED TRADES WORKERS,2200,1750,3429,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,0.75,external_proxy,0.3956,0.6622,0.2544,0.9110,0.1224,low,0.0343,very_low,stable,0.1224,low,0.1136,low,stable,0.0101,0.3591,0.0718,0.0303,0.5978,shielded,true,0.3089,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.7639,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.2133,0.0656,low,0.0359,stable,0.3508,0.1080,low,0.0591,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
74123,Electrical household appliance repairer,CRAFTSMEN AND RELATED TRADES WORKERS,2797,1900,3323,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,0.75,external_proxy,0.2164,0.6622,0.2771,0.9030,0.0660,low,0.0199,very_low,stable,0.0660,low,0.0608,low,stable,0.0054,0.3963,0.0793,0.0000,1.0000,shielded,true,0.3089,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.7564,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.2133,0.0651,low,0.0391,stable,0.2133,0.0651,low,0.0391,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
74122,"Electrical lift, escalator and related equipment fitter",CRAFTSMEN AND RELATED TRADES WORKERS,4108,3072,5152,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,0.75,external_proxy,0.3816,0.6622,0.3177,0.8888,0.1157,low,0.0383,very_low,stable,0.1157,low,0.1095,low,stable,0.0098,0.2668,0.0534,0.0547,0.1051,shielded,true,0.3089,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.7639,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.2133,0.0640,low,0.0449,stable,0.3258,0.0978,low,0.0685,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
74110,Electrician,CRAFTSMEN AND RELATED TRADES WORKERS,3000,2145,4300,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,3.91,external_proxy,0.2009,0.8841,0.4017,0.8594,0.0200,very_low,0.0290,very_low,stable,0.0200,very_low,0.0185,very_low,stable,0.0016,0.3782,0.0756,0.0000,1.0000,shielded,true,0.0062,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9089,1.0000,0.9500,0.8500,V5,posterior_task_aware_v5,0.1349,0.0134,very_low,0.0479,stable,0.1623,0.0162,very_low,0.0577,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
71220,Floor/Wall tiler,CRAFTSMEN AND RELATED TRADES WORKERS,1600,1400,2878,2.3,2.3,estimated_sg_submajor,derived_from_official_sg,0.14,external_proxy,0.1873,0.1408,0.2203,0.9229,0.1485,low,0.0023,very_low,stable,0.1485,low,0.1376,low,stable,0.0139,0.3679,0.0736,0.0000,1.0000,shielded,true,0.1096,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7411,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.0707,0.0561,low,0.0022,stable,0.1206,0.0956,low,0.0037,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
75440,Fumigator and other pest and weed controller,CRAFTSMEN AND RELATED TRADES WORKERS,2300,2050,2507,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,0.47,external_proxy,0.3933,0.1783,0.2105,0.9263,0.3039,high,0.0100,very_low,at_risk,0.3039,high,0.2880,moderate,at_risk,0.0297,0.2615,0.0523,0.0854,0.0832,balanced,true,0.0918,false,false,reliability_weighted,consensus_low,3,aioe:0.3126|anthropic:0.3413|ilo:0.3461,false,high_risk_but_positive_labour_market,high,0.8422,0.8200,0.9500,0.6500,V5,posterior_task_aware_v5,0.0712,0.0542,low,0.0027,stable,0.2765,0.2104,moderate,0.0104,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
72392,Industrial/Office machinery mechanic,CRAFTSMEN AND RELATED TRADES WORKERS,4012,3254,4974,1.7,1.7,estimated_sg_submajor,derived_from_official_sg,1.19,external_proxy,0.3156,0.5980,0.2785,0.9025,0.1150,low,0.0223,very_low,stable,0.1150,low,0.1096,low,stable,0.0101,0.2376,0.0475,0.0253,0.0832,shielded,true,0.2409,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,true,low_risk_but_high_observed_usage,medium,0.7300,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.1897,0.0688,low,0.0316,stable,0.2477,0.0899,low,0.0413,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
71152,Joiner,CRAFTSMEN AND RELATED TRADES WORKERS,2411,1600,3615,2.3,2.3,estimated_sg_submajor,derived_from_official_sg,4.58,external_proxy,0.1561,0.8422,0.3120,0.8908,0.0219,very_low,0.0147,very_low,stable,0.0219,very_low,0.0206,very_low,stable,0.0019,0.3062,0.0612,0.0000,0.5000,shielded,true,0.0891,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9014,1.0000,0.9500,0.8500,V5,posterior_ensemble_fallback_v5,0.0890,0.0125,very_low,0.0234,stable,0.0890,0.0125,very_low,0.0234,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
74001,Lift supervisor,CRAFTSMEN AND RELATED TRADES WORKERS,4813,4142,6730,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,2.95,external_proxy,0.3426,0.9314,0.3778,0.8678,0.0204,very_low,0.1130,very_low,stable,0.0204,very_low,0.0190,very_low,stable,0.0016,0.3456,0.0691,0.0000,0.5000,shielded,true,0.2902,false,false,reliability_weighted,divergent,2,aioe:0.4780|anthropic:0.5220,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.6974,0.5500,0.4500,0.8500,V5,posterior_ensemble_fallback_v5,0.5124,0.0305,very_low,0.1803,ai_leveraged,0.5124,0.0305,very_low,0.1803,ai_leveraged,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
72222,Locksmith,CRAFTSMEN AND RELATED TRADES WORKERS,3285,3131,4609,1.7,1.7,estimated_sg_submajor,derived_from_official_sg,0.26,external_proxy,0.2097,0.2299,0.2518,0.9119,0.1472,low,0.0059,very_low,stable,0.1472,low,0.1363,low,stable,0.0135,0.3702,0.0740,0.0000,1.0000,shielded,true,-0.0526,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8714,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.1606,0.1128,low,0.0093,stable,0.1790,0.1257,low,0.0104,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
72391,Machinery mechanic,CRAFTSMEN AND RELATED TRADES WORKERS,2910,1800,4100,1.7,1.7,estimated_sg_submajor,derived_from_official_sg,1.19,external_proxy,0.3157,0.5980,0.3806,0.8668,0.1105,low,0.0301,very_low,stable,0.1105,low,0.1045,low,stable,0.0095,0.2692,0.0538,0.0253,0.0832,shielded,true,0.2409,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,true,low_risk_but_high_observed_usage,medium,0.7375,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.1897,0.0661,low,0.0432,stable,0.2481,0.0865,low,0.0565,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
73113,Medical device assembler/repairer,CRAFTSMEN AND RELATED TRADES WORKERS,3714,2791,5076,0.6,0.6,estimated_sg_submajor,derived_from_official_sg,0.17,external_proxy,0.2151,0.1114,0.3357,0.8825,0.1687,moderate,0.0050,very_low,stable,0.1687,moderate,0.1565,moderate,stable,0.0158,0.3612,0.0722,0.0000,1.0000,balanced,true,-0.1515,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8789,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.1945,0.1525,moderate,0.0073,stable,0.2011,0.1577,moderate,0.0075,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
72110,Metal moulder and coremaker,CRAFTSMEN AND RELATED TRADES WORKERS,3384,2626,3940,1.7,1.7,estimated_sg_submajor,derived_from_official_sg,0.26,external_proxy,0.2030,0.2299,0.2669,0.9066,0.1417,low,0.0055,very_low,stable,0.1417,low,0.1315,low,stable,0.0131,0.3616,0.0723,0.0000,1.0000,shielded,true,-0.0526,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8789,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.1299,0.0907,low,0.0080,stable,0.1591,0.1111,low,0.0098,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
75122,Pastry and confectionery maker,CRAFTSMEN AND RELATED TRADES WORKERS,2413,1500,3236,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,1.19,external_proxy,0.2136,0.1007,0.3079,0.8922,0.1714,moderate,0.0040,very_low,stable,0.1714,moderate,0.1586,moderate,stable,0.0161,0.3719,0.0744,0.0000,1.0000,balanced,true,-0.0856,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.1757,0.1410,low,0.0054,stable,0.1906,0.1530,moderate,0.0059,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
71261,Plumber,CRAFTSMEN AND RELATED TRADES WORKERS,2400,1600,2880,2.3,2.3,estimated_sg_submajor,derived_from_official_sg,1.29,external_proxy,0.2735,0.8645,0.3204,0.8879,0.0330,very_low,0.0281,very_low,stable,0.0330,very_low,0.0314,very_low,stable,0.0027,0.2393,0.0479,0.0131,0.0991,shielded,true,0.2198,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,low_risk_but_high_observed_usage,medium,0.8226,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.1293,0.0156,very_low,0.0358,stable,0.1956,0.0235,very_low,0.0542,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
73210,Pre-press trades worker,CRAFTSMEN AND RELATED TRADES WORKERS,3568,3118,3967,0.6,0.6,estimated_sg_submajor,derived_from_official_sg,0.42,external_proxy,0.3133,0.1150,0.2337,0.9182,0.2546,moderate,0.0099,very_low,at_risk,0.2546,moderate,0.2391,moderate,stable,0.0258,0.3036,0.0607,0.0000,0.5000,balanced,true,0.1997,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.4764,1.0000,0.4500,0.4000,V5,posterior_ensemble_fallback_v5,0.4521,0.3674,high,0.0122,at_risk,0.4521,0.3674,high,0.0122,at_risk,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
71000,Supervisor/General foreman (building and related trades),CRAFTSMEN AND RELATED TRADES WORKERS,3480,2000,4800,2.3,2.3,estimated_sg_submajor,derived_from_official_sg,4.4,external_proxy,0.2847,0.9234,0.3989,0.8604,0.0188,very_low,0.0902,very_low,stable,0.0188,very_low,0.0175,very_low,stable,0.0016,0.3252,0.0650,0.0000,0.5000,shielded,true,0.1659,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7943,0.8200,0.4500,0.8500,V5,posterior_ensemble_fallback_v5,0.3908,0.0258,very_low,0.1439,ai_leveraged,0.3908,0.0258,very_low,0.1439,ai_leveraged,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
74002,"Supervisor/General foreman (electrical and electronic trades, excluding lift)",CRAFTSMEN AND RELATED TRADES WORKERS,4796,3383,6750,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,2.95,external_proxy,0.4677,0.9314,0.3800,0.8670,0.0279,very_low,0.1000,very_low,stable,0.0279,very_low,0.0259,very_low,stable,0.0020,0.3595,0.0719,0.0221,0.6897,shielded,true,0.2902,false,false,reliability_weighted,divergent,2,aioe:0.4780|anthropic:0.5220,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.6974,0.5500,0.4500,0.8500,V5,posterior_task_aware_v5,0.5124,0.0305,very_low,0.1814,ai_leveraged,0.5433,0.0323,very_low,0.1923,ai_leveraged,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
75000,"Supervisor/General foreman (food processing, woodworking, garment, leather and related trades)",CRAFTSMEN AND RELATED TRADES WORKERS,3861,3449,4000,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,3.34,external_proxy,0.2476,0.6471,0.2234,0.9218,0.0805,low,0.0290,very_low,stable,0.0805,low,0.0758,low,stable,0.0074,0.2932,0.0586,0.0000,0.5000,shielded,true,-0.197,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7643,0.8200,0.4500,0.6500,V5,posterior_ensemble_fallback_v5,0.3138,0.1021,low,0.0454,stable,0.3138,0.1021,low,0.0454,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
72000,"Supervisor/General foreman (metal, machinery and related trades)",CRAFTSMEN AND RELATED TRADES WORKERS,7712,4048,9090,1.7,1.7,estimated_sg_submajor,derived_from_official_sg,3.34,external_proxy,0.2464,0.6471,0.4087,0.8570,0.0745,low,0.0379,very_low,stable,0.0745,low,0.0696,low,stable,0.0063,0.3282,0.0656,0.0000,1.0000,shielded,true,-0.197,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7643,0.8200,0.4500,0.6500,V5,posterior_task_aware_v5,0.3138,0.0949,low,0.0830,stable,0.2804,0.0848,low,0.0742,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
73000,"Supervisor/General foreman (precision, handicraft, printing and related trades)",CRAFTSMEN AND RELATED TRADES WORKERS,4739,3345,6489,0.6,0.6,estimated_sg_submajor,derived_from_official_sg,3.34,external_proxy,0.3035,0.6471,0.3685,0.8710,0.0934,low,0.0372,very_low,stable,0.0934,low,0.0888,low,stable,0.0079,0.2442,0.0488,0.0045,0.0991,shielded,true,-0.197,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7943,0.8200,0.4500,0.8500,V5,posterior_task_aware_v5,0.3138,0.0965,low,0.0748,stable,0.3031,0.0932,low,0.0723,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
75310,Tailor/Dressmaker,CRAFTSMEN AND RELATED TRADES WORKERS,2098,1450,3500,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,0.03,external_proxy,0.2681,0.0250,0.2894,0.8987,0.2356,moderate,0.0026,very_low,stable,0.2356,moderate,0.2244,moderate,stable,0.0232,0.2366,0.0473,0.0150,0.1051,balanced,true,0.0526,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8150,1.0000,0.9500,0.4000,V5,posterior_task_aware_v5,0.0976,0.0855,low,0.0007,stable,0.1771,0.1552,moderate,0.0013,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
72221,Tool and die maker,CRAFTSMEN AND RELATED TRADES WORKERS,4017,3380,4763,1.7,1.7,estimated_sg_submajor,derived_from_official_sg,0.26,external_proxy,0.2135,0.2299,0.2615,0.9085,0.1494,low,0.0062,very_low,stable,0.1494,low,0.1383,low,stable,0.0137,0.3694,0.0739,0.0000,1.0000,shielded,true,-0.0526,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8789,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.1606,0.1123,low,0.0097,stable,0.1808,0.1265,low,0.0109,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
75410,Underwater diver,CRAFTSMEN AND RELATED TRADES WORKERS,4030,3320,5975,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,0.2,external_proxy,0.2033,0.8307,0.3330,0.8834,0.0304,very_low,0.0210,very_low,stable,0.0304,very_low,0.0283,very_low,stable,0.0025,0.3539,0.0708,0.0000,1.0000,shielded,true,0.0561,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9014,1.0000,0.9500,0.8500,V5,posterior_task_aware_v5,0.1145,0.0171,very_low,0.0317,stable,0.1509,0.0226,very_low,0.0417,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
73111,Watch and clock assembler/repairer,CRAFTSMEN AND RELATED TRADES WORKERS,4500,2925,6016,0.6,0.6,estimated_sg_submajor,derived_from_official_sg,0.17,external_proxy,0.2216,0.1114,0.3982,0.8606,0.1695,moderate,0.0061,very_low,stable,0.1695,moderate,0.1567,moderate,stable,0.0161,0.3768,0.0754,0.0000,1.0000,balanced,true,-0.1515,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8789,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.1945,0.1487,low,0.0086,stable,0.2063,0.1578,moderate,0.0092,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
72120,Welder and flame cutter,CRAFTSMEN AND RELATED TRADES WORKERS,3050,2300,4443,1.7,1.7,estimated_sg_submajor,derived_from_official_sg,2.18,external_proxy,0.1949,0.0980,0.3297,0.8846,0.1555,moderate,0.0029,very_low,stable,0.1555,moderate,0.1440,low,stable,0.0147,0.3687,0.0737,0.0000,1.0000,shielded,true,0.0829,false,false,reliability_weighted,consensus_low,3,aioe:0.3126|anthropic:0.3413|ilo:0.3461,false,,high,0.8422,0.8200,0.9500,0.6500,V5,posterior_task_aware_v5,0.0740,0.0590,low,0.0024,stable,0.1287,0.1027,low,0.0042,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,very_high,true
83492,Airport mobile equipment operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3081,2526,3935,5.6,5.6,estimated_sg_submajor,derived_from_official_sg,3.18,external_proxy,0.1977,0.4474,0.4918,0.8279,0.0904,low,0.0147,very_low,stable,0.0904,low,0.0828,low,stable,0.0076,0.4211,0.0842,0.0000,1.0000,shielded,true,0.0971,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.8393,0.8200,0.9500,0.6500,V5,posterior_task_aware_v5,0.0726,0.0332,very_low,0.0160,stable,0.1278,0.0585,low,0.0281,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,high,true
