ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,employment_thousands,employment_basis,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,confidence_level,confidence_score,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
31143,Audio and video equipment technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3869,3012,5235,2.1,estimated_sg_submajor,derived_from_official_sg,0.63,external_proxy,0.3613,0.5089,0.4361,0.8474,0.1504,moderate,0.0802,very_low,stable,true,-0.2086,false,false,medium,0.6629,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33132,Audit associate professional,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5050,4500,5750,8.9,estimated_sg_submajor,derived_from_official_sg,24.07,external_proxy,0.8939,0.3021,0.4215,0.8525,0.5318,very_high,0.1138,very_low,at_risk,true,-0.0855,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
31174,Automation technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3449,2799,4836,2.1,estimated_sg_submajor,derived_from_official_sg,1.03,external_proxy,0.2835,0.5490,0.4044,0.8585,0.1098,low,0.0630,very_low,stable,true,-0.2736,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31212,Automotive engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3778,2800,4953,2.1,estimated_sg_submajor,derived_from_official_sg,1.03,external_proxy,0.2925,0.5490,0.4381,0.8467,0.1117,low,0.0704,very_low,stable,true,-0.2736,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31122,Building technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3623,3029,3960,2.1,estimated_sg_submajor,derived_from_official_sg,0.57,external_proxy,0.4671,0.7077,0.3388,0.8814,0.1204,low,0.1120,very_low,stable,true,-0.1078,false,false,medium,0.6322,direct,University Degree,external_proxy,false,false,false,false
33221,Business development executive,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5000,3975,7455,8.9,estimated_sg_submajor,derived_from_official_sg,8.67,external_proxy,0.8788,0.4367,0.5277,0.8153,0.4036,high,0.2025,low,mixed,true,-0.0206,false,false,high,0.8333,direct,University Degree,external_proxy,false,partial,false,false
33231,Buyer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4694,3608,6115,8.9,estimated_sg_submajor,derived_from_official_sg,12.3,external_proxy,0.6966,0.6230,0.4785,0.8325,0.2186,moderate,0.2077,low,ai_leveraged,true,0.3515,false,false,high,0.8008,direct,University Degree,external_proxy,false,partial,false,false
34341,Chef,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3850,3105,4850,2.6,estimated_sg_submajor,derived_from_official_sg,1.55,external_proxy,0.5429,0.7968,0.4001,0.8600,0.0949,low,0.1731,very_low,ai_leveraged,true,-0.0483,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
31161,Chemical engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4925,3951,6153,2.1,estimated_sg_submajor,derived_from_official_sg,0.87,external_proxy,0.5353,0.3182,0.4618,0.8384,0.3060,high,0.0787,very_low,at_risk,true,0.5046,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31163,Chemical engineering technician (petrochemicals),ASSOCIATE PROFESSIONALS AND TECHNICIANS,5738,4589,7446,2.1,estimated_sg_submajor,derived_from_official_sg,0.87,external_proxy,0.5353,0.3182,0.5028,0.8240,0.3007,high,0.0856,very_low,at_risk,true,0.5046,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31111,Chemistry technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4765,3554,6199,2.1,estimated_sg_submajor,derived_from_official_sg,1.07,external_proxy,0.5201,0.3779,0.4942,0.8270,0.2676,moderate,0.0971,very_low,at_risk,true,0.3455,false,false,medium,0.6987,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31121,Civil engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4310,2990,5720,2.1,estimated_sg_submajor,derived_from_official_sg,0.57,external_proxy,0.4671,0.7077,0.4982,0.8256,0.1127,low,0.1647,very_low,ai_leveraged,true,-0.1078,false,false,medium,0.6322,direct,University Degree,external_proxy,false,false,false,false
31183,Civil/Structural engineering draughtsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2819,2471,4000,2.1,estimated_sg_submajor,derived_from_official_sg,0.26,external_proxy,0.3757,0.6337,0.3541,0.8761,0.1206,low,0.0843,very_low,stable,false,,false,false,medium,0.6667,submajor_fallback,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33311,Clearing and forwarding agent,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4047,3504,4823,8.9,estimated_sg_submajor,derived_from_official_sg,4.55,external_proxy,0.8978,0.0062,0.3816,0.8664,0.7730,very_high,0.0021,very_low,at_risk,true,-0.0585,false,false,high,0.8098,direct,GCE O-Level / Secondary,external_proxy,false,false,false,false
31412,Clinical research coordinator,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4500,3905,5986,2.1,estimated_sg_submajor,derived_from_official_sg,1.26,external_proxy,0.5183,0.3957,0.4384,0.8465,0.2652,moderate,0.0899,very_low,at_risk,true,0.071,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
32530,Community health worker,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3103,3000,4425,1.4,estimated_sg_submajor,derived_from_official_sg,2.72,external_proxy,0.3481,0.4581,0.3413,0.8805,0.1661,moderate,0.0544,very_low,stable,true,0.2179,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
35110,Computer systems operator,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5425,4357,8143,3.3,estimated_sg_submajor,derived_from_official_sg,2.33,external_proxy,0.7654,0.2442,0.5409,0.8107,0.4690,high,0.1011,very_low,at_risk,true,0.2778,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33493,Crewing executive (ship),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4377,3539,6167,8.9,estimated_sg_submajor,derived_from_official_sg,21.06,external_proxy,0.7775,0.4153,0.4725,0.8346,0.3794,high,0.1526,very_low,mixed,true,0.0041,false,false,high,0.8245,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
32143,Dental technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3032,2642,3649,1.4,estimated_sg_submajor,derived_from_official_sg,0.16,external_proxy,0.2336,0.8627,0.3192,0.8883,0.0285,very_low,0.0643,very_low,stable,true,-0.3235,false,false,medium,0.6317,direct,University Degree,external_proxy,false,false,false,false
31131,Electrical engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4235,3081,5461,2.1,estimated_sg_submajor,derived_from_official_sg,0.83,external_proxy,0.3521,0.4305,0.4746,0.8339,0.1672,moderate,0.0719,very_low,stable,true,-0.0675,false,false,medium,0.6143,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31182,Electrical/Electronics draughtsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3518,2400,4400,2.1,estimated_sg_submajor,derived_from_official_sg,0.26,external_proxy,0.3757,0.6337,0.4301,0.8495,0.1169,low,0.1024,very_low,stable,false,,false,false,medium,0.6667,submajor_fallback,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31141,Electronics engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4071,3287,5374,2.1,estimated_sg_submajor,derived_from_official_sg,0.63,external_proxy,0.3613,0.5089,0.4329,0.8485,0.1506,moderate,0.0796,very_low,stable,true,-0.2086,false,false,medium,0.6629,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33330,Employment agent/Labour contractor,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4522,3084,7335,8.9,estimated_sg_submajor,derived_from_official_sg,1.45,external_proxy,0.7071,0.1337,0.5595,0.8042,0.4926,high,0.0529,very_low,at_risk,true,0.0064,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
32200,Enrolled/Assistant nurse (excluding registered nurse),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4904,3344,6705,1.4,estimated_sg_submajor,derived_from_official_sg,15.95,external_proxy,0.1669,0.7558,0.5424,0.8102,0.0330,very_low,0.0684,very_low,stable,true,-0.0668,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
32571,Environmental inspector (environmental public health),ASSOCIATE PROFESSIONALS AND TECHNICIANS,7373,4794,10408,1.4,estimated_sg_submajor,derived_from_official_sg,2.72,external_proxy,0.3549,0.4581,0.6147,0.7848,0.1509,moderate,0.0999,very_low,stable,true,0.2179,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33320,Exhibition/Conference/Event planner (including wedding planner/coordinator),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3740,3000,4861,8.9,estimated_sg_submajor,derived_from_official_sg,3.67,external_proxy,0.7972,0.5686,0.3980,0.8607,0.2960,moderate,0.1804,very_low,mixed,true,-0.1517,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
33121,Financial markets back office administrator,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5366,4000,6700,8.9,estimated_sg_submajor,derived_from_official_sg,2.54,external_proxy,0.9095,0.2050,0.4999,0.8250,0.5966,very_high,0.0932,very_low,at_risk,true,-0.1831,false,false,high,0.8200,direct,University Degree,external_proxy,false,false,false,false
31711,Fire and safety inspector,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3810,2504,7464,2.1,estimated_sg_submajor,derived_from_official_sg,1.25,external_proxy,0.2363,0.7754,0.5245,0.8164,0.0433,very_low,0.0961,very_low,stable,true,-0.1203,false,false,medium,0.6280,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31593,Flight operations officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3778,2848,5200,2.1,estimated_sg_submajor,derived_from_official_sg,0.18,external_proxy,0.3182,0.6337,0.4449,0.8443,0.0984,low,0.0897,very_low,stable,false,,false,false,medium,0.6667,submajor_fallback,GCE O-Level / Secondary,external_proxy,false,false,false,false
31522,Harbour pilot,ASSOCIATE PROFESSIONALS AND TECHNICIANS,8833,7093,10052,2.1,estimated_sg_submajor,derived_from_official_sg,0.49,external_proxy,0.1487,0.7772,0.4935,0.8273,0.0274,very_low,0.0570,very_low,stable,true,0.0758,false,false,high,0.8333,direct,GCE O-Level / Secondary,external_proxy,false,false,false,false
36203,Information technology trainer (extracurriculum),ASSOCIATE PROFESSIONALS AND TECHNICIANS,6119,4249,8550,6.5,estimated_sg_submajor,derived_from_official_sg,1.44,external_proxy,0.9046,0.3645,0.5784,0.7976,0.4585,high,0.1907,very_low,mixed,false,,false,false,high,0.8000,direct,University Degree,external_proxy,false,false,false,false
31144,Instrumentation technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3626,2826,4580,2.1,estimated_sg_submajor,derived_from_official_sg,0.63,external_proxy,0.3613,0.5089,0.3923,0.8627,0.1531,moderate,0.0721,very_low,stable,true,-0.2086,false,false,medium,0.6629,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33211,Insurance sales agent/broker (including independent financial planner),ASSOCIATE PROFESSIONALS AND TECHNICIANS,5780,4350,6887,8.9,estimated_sg_submajor,derived_from_official_sg,3.91,external_proxy,0.8504,0.0089,0.4978,0.8258,0.6959,very_high,0.0038,very_low,at_risk,true,-0.1154,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,partial,false,false
34321,Interior designer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4700,3430,6000,2.6,estimated_sg_submajor,derived_from_official_sg,0.89,external_proxy,0.4852,0.1738,0.4928,0.8275,0.3317,high,0.0416,very_low,at_risk,true,-0.0276,false,false,high,0.7582,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33393,International market agent/representative (e.g. junket operator),ASSOCIATE PROFESSIONALS AND TECHNICIANS,9530,5124,19300,8.9,estimated_sg_submajor,derived_from_official_sg,18.37,external_proxy,0.7786,0.5027,0.6584,0.7696,0.2980,moderate,0.2577,low,mixed,true,-0.0072,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
35121,IT Infrastructure technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4100,3200,5249,3.3,estimated_sg_submajor,derived_from_official_sg,6.72,external_proxy,0.7490,0.3449,0.4356,0.8475,0.4159,high,0.1125,very_low,at_risk,true,0.5887,false,false,high,0.7000,submajor_fallback,University Degree,external_proxy,false,false,false,false
35122,IT security technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4542,3859,7000,3.3,estimated_sg_submajor,derived_from_official_sg,6.72,external_proxy,0.7490,0.3449,0.4957,0.8265,0.4056,high,0.1281,very_low,mixed,true,0.5887,false,false,high,0.7000,submajor_fallback,University Degree,external_proxy,false,false,false,false
35123,IT support technician (including IT user helpdesk technician),ASSOCIATE PROFESSIONALS AND TECHNICIANS,5148,3760,7447,3.3,estimated_sg_submajor,derived_from_official_sg,6.72,external_proxy,0.7490,0.3449,0.5477,0.8083,0.3966,high,0.1415,very_low,mixed,true,0.5887,false,false,high,0.7000,submajor_fallback,University Degree,external_proxy,false,false,false,false
34342,Kitchen operations head/supervisor,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3949,3329,4000,2.6,estimated_sg_submajor,derived_from_official_sg,1.55,external_proxy,0.5429,0.7968,0.3520,0.8768,0.0967,low,0.1523,very_low,ai_leveraged,true,-0.0483,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
31123,Land surveying technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3400,2560,5494,2.1,estimated_sg_submajor,derived_from_official_sg,0.57,external_proxy,0.4671,0.7077,0.4671,0.8365,0.1142,low,0.1544,very_low,ai_leveraged,true,-0.1078,false,false,medium,0.6322,direct,University Degree,external_proxy,false,false,false,false
31602,Landscape operations officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3325,2830,3903,2.1,estimated_sg_submajor,derived_from_official_sg,14.13,external_proxy,0.2245,0.8725,0.3302,0.8844,0.0253,very_low,0.0647,very_low,stable,true,0.3696,false,false,medium,0.6615,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
36201,Language instructor (extracurriculum),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4329,3905,4900,6.5,estimated_sg_submajor,derived_from_official_sg,1.44,external_proxy,0.9046,0.3645,0.3837,0.8657,0.4977,high,0.1265,very_low,mixed,false,,false,false,high,0.8000,direct,University Degree,external_proxy,false,false,false,false
34110,Legal associate professional (e.g. paralegal),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4557,3535,7200,2.6,estimated_sg_submajor,derived_from_official_sg,5.73,external_proxy,0.7841,0.0472,0.5331,0.8134,0.6077,very_high,0.0197,very_low,at_risk,true,-0.0067,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
34331,Library officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2936,2300,3312,2.6,estimated_sg_submajor,derived_from_official_sg,1.33,external_proxy,0.5535,0.7629,0.3270,0.8855,0.1162,low,0.1381,very_low,ai_leveraged,true,-0.6444,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
31132,Lift technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4374,3207,5669,2.1,estimated_sg_submajor,derived_from_official_sg,0.83,external_proxy,0.3521,0.4305,0.4810,0.8316,0.1668,moderate,0.0729,very_low,stable,true,-0.0675,false,false,medium,0.6143,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31595,Load control officer (aircraft),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4229,3335,4797,2.1,estimated_sg_submajor,derived_from_official_sg,0.18,external_proxy,0.3182,0.6337,0.4037,0.8587,0.1001,low,0.0814,very_low,stable,false,,false,false,medium,0.6667,submajor_fallback,GCE O-Level / Secondary,external_proxy,false,false,false,false
33461,Logistics/Production planner,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4282,3331,5815,8.9,estimated_sg_submajor,derived_from_official_sg,4.8,external_proxy,0.7338,0.4643,0.4689,0.8359,0.3285,high,0.1598,very_low,mixed,true,-0.024,false,false,medium,0.6279,direct,University Degree,external_proxy,false,false,false,false
31153,Machining/Tooling technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3641,2695,4900,2.1,estimated_sg_submajor,derived_from_official_sg,0.58,external_proxy,0.3922,0.4884,0.4354,0.8476,0.1701,moderate,0.0834,very_low,stable,true,0.2547,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33462,Maintenance planner,ASSOCIATE PROFESSIONALS AND TECHNICIANS,6540,4475,8740,8.9,estimated_sg_submajor,derived_from_official_sg,4.8,external_proxy,0.7338,0.4643,0.5755,0.7986,0.3139,high,0.1961,very_low,mixed,true,-0.024,false,false,medium,0.6279,direct,University Degree,external_proxy,false,false,false,false
33491,Management executive,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3913,3300,4535,8.9,estimated_sg_submajor,derived_from_official_sg,21.06,external_proxy,0.7775,0.4153,0.3695,0.8707,0.3958,high,0.1193,very_low,at_risk,true,0.0041,false,false,high,0.8245,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31171,Manufacturing engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3750,3151,4670,2.1,estimated_sg_submajor,derived_from_official_sg,1.03,external_proxy,0.2835,0.5490,0.3759,0.8684,0.1111,low,0.0585,very_low,stable,true,-0.2736,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31185,Marine draughtsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4400,3760,5600,2.1,estimated_sg_submajor,derived_from_official_sg,0.26,external_proxy,0.3757,0.6337,0.4244,0.8515,0.1172,low,0.1010,very_low,stable,false,,false,false,medium,0.6667,submajor_fallback,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31510,"Marine engineering officer (including third, fourth and fifth engineer)",ASSOCIATE PROFESSIONALS AND TECHNICIANS,4173,3278,5324,2.1,estimated_sg_submajor,derived_from_official_sg,0.62,external_proxy,0.1801,0.9412,0.4350,0.8477,0.0090,very_low,0.0737,very_low,stable,true,-0.0758,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31213,Marine surveyor (ship and nautical),ASSOCIATE PROFESSIONALS AND TECHNICIANS,5089,3867,6744,2.1,estimated_sg_submajor,derived_from_official_sg,1.03,external_proxy,0.2925,0.5490,0.5071,0.8225,0.1085,low,0.0814,very_low,stable,true,-0.2736,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33223,Marketing and sales executive (food & beverage services),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3500,1750,4330,8.9,estimated_sg_submajor,derived_from_official_sg,8.67,external_proxy,0.8788,0.4367,0.4948,0.8268,0.4093,high,0.1899,very_low,mixed,true,-0.0206,false,false,high,0.8333,direct,University Degree,external_proxy,false,partial,false,false
34222,Martial arts instructor,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4100,4100,4280,2.6,estimated_sg_submajor,derived_from_official_sg,4.67,external_proxy,0.3438,0.9269,0.3577,0.8748,0.0220,very_low,0.1140,very_low,stable,true,-0.2594,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
32551,Massage therapist,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2690,1600,3600,1.4,estimated_sg_submajor,derived_from_official_sg,2.76,external_proxy,0.1416,0.9964,0.4475,0.8434,0.0004,very_low,0.0631,very_low,stable,true,-0.0116,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31181,Mechanical draughtsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3800,2700,5646,2.1,estimated_sg_submajor,derived_from_official_sg,0.26,external_proxy,0.3757,0.6337,0.4867,0.8296,0.1142,low,0.1159,very_low,stable,false,,false,false,medium,0.6667,submajor_fallback,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31151,Mechanical engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3748,3056,4402,2.1,estimated_sg_submajor,derived_from_official_sg,0.58,external_proxy,0.3922,0.4884,0.3670,0.8716,0.1749,moderate,0.0703,very_low,stable,true,0.2547,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
35211,Media and broadcasting operations technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4153,3540,5230,3.3,estimated_sg_submajor,derived_from_official_sg,0.89,external_proxy,0.4654,0.1738,0.4087,0.8570,0.3295,high,0.0331,very_low,at_risk,true,-0.0276,false,false,high,0.7582,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
32120,Medical and pathology laboratory technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4280,3853,4880,1.4,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.3423,0.2727,0.3819,0.8663,0.2157,moderate,0.0357,very_low,stable,false,,false,false,medium,0.6474,direct,University Degree,external_proxy,false,false,false,false
32112,Medical X-ray technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3540,2815,7427,1.4,estimated_sg_submajor,derived_from_official_sg,2.23,external_proxy,0.2491,0.5285,0.5046,0.8234,0.0967,low,0.0664,very_low,stable,true,-0.0963,false,false,medium,0.6752,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33225,Merchandising/Category executive,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3197,2468,4000,8.9,estimated_sg_submajor,derived_from_official_sg,8.67,external_proxy,0.8788,0.4367,0.3695,0.8707,0.4310,high,0.1418,very_low,mixed,true,-0.0206,false,false,high,0.8333,direct,University Degree,external_proxy,false,partial,false,false
36204,Music instructor (extracurriculum),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3000,2600,3880,6.5,estimated_sg_submajor,derived_from_official_sg,1.44,external_proxy,0.9046,0.3645,0.3391,0.8813,0.5066,very_high,0.1118,very_low,at_risk,false,,false,false,high,0.8000,direct,University Degree,external_proxy,false,false,false,false
39910,Non-ordained religious associate professional,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3611,2771,4437,1.2,estimated_sg_submajor,derived_from_official_sg,1.35,external_proxy,0.4545,0.5241,0.3876,0.8643,0.1870,moderate,0.0923,very_low,stable,false,,false,false,medium,0.5667,major_fallback,Graduate Degree,external_proxy,false,false,false,false
32572,Occupational health and safety inspector,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5403,3926,6775,1.4,estimated_sg_submajor,derived_from_official_sg,2.72,external_proxy,0.3549,0.4581,0.5113,0.8210,0.1579,moderate,0.0831,very_low,stable,true,0.2179,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33224,Online sales channel executive,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3500,2881,4500,8.9,estimated_sg_submajor,derived_from_official_sg,8.67,external_proxy,0.8788,0.4367,0.3746,0.8689,0.4301,high,0.1438,very_low,mixed,true,-0.0206,false,false,high,0.8333,direct,University Degree,external_proxy,false,partial,false,false
33492,Operations officer (except transport operations),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3970,3200,4880,8.9,estimated_sg_submajor,derived_from_official_sg,21.06,external_proxy,0.7775,0.4153,0.4023,0.8592,0.3906,high,0.1299,very_low,mixed,true,0.0041,false,false,high,0.8245,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
32540,Optician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4357,4098,5091,1.4,estimated_sg_submajor,derived_from_official_sg,0.67,external_proxy,0.3455,0.6025,0.3830,0.8660,0.1189,low,0.0797,very_low,stable,true,0.1101,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
32591,Paramedic,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2954,1871,3984,1.4,estimated_sg_submajor,derived_from_official_sg,2.72,external_proxy,0.3923,0.4581,0.4468,0.8436,0.1794,moderate,0.0803,very_low,stable,true,0.2179,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
34343,Pastry Chef,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3034,2503,4600,2.6,estimated_sg_submajor,derived_from_official_sg,1.55,external_proxy,0.5429,0.7968,0.4080,0.8572,0.0946,low,0.1765,very_low,ai_leveraged,true,-0.0483,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
32130,Pharmacy technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3240,2654,4119,1.4,estimated_sg_submajor,derived_from_official_sg,1.97,external_proxy,0.3281,0.3226,0.3591,0.8743,0.1943,moderate,0.0380,very_low,stable,true,0.0436,false,false,medium,0.6924,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
34310,Photographer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5120,3495,8651,2.6,estimated_sg_submajor,derived_from_official_sg,2.3,external_proxy,0.5292,0.3209,0.5916,0.7930,0.2850,moderate,0.1005,very_low,at_risk,true,0.4812,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
34223,Physical fitness instructor (including yoga instructor and aerobics instructor),ASSOCIATE PROFESSIONALS AND TECHNICIANS,2550,2400,3350,2.6,estimated_sg_submajor,derived_from_official_sg,4.67,external_proxy,0.3438,0.9269,0.3030,0.8940,0.0225,very_low,0.0965,very_low,stable,true,-0.2594,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
31574,Port/Shipping operations supervisor (including post-fixture and planner),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3830,3354,4614,2.1,estimated_sg_submajor,derived_from_official_sg,0.27,external_proxy,0.2762,0.8271,0.3620,0.8733,0.0417,very_low,0.0827,very_low,stable,true,-0.1417,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31601,Premises and facilities maintenance officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3875,3200,4715,2.1,estimated_sg_submajor,derived_from_official_sg,14.13,external_proxy,0.2245,0.8725,0.3855,0.8651,0.0248,very_low,0.0755,very_low,stable,true,0.3696,false,false,medium,0.6615,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
36100,Pre-primary education teacher,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4000,3600,4800,6.5,estimated_sg_submajor,derived_from_official_sg,5.12,external_proxy,0.2130,0.8574,0.3707,0.8703,0.0264,very_low,0.0677,very_low,stable,true,-0.2825,false,false,high,0.7184,direct,University Degree,external_proxy,false,false,false,false
36910,Private tutor (academic),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4250,2600,5370,6.5,estimated_sg_submajor,derived_from_official_sg,2.34,external_proxy,0.9046,0.3645,0.5199,0.8180,0.4703,high,0.1714,very_low,mixed,false,,false,false,high,0.8000,direct,University Degree,external_proxy,false,false,false,false
31173,Process engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4461,3784,5309,2.1,estimated_sg_submajor,derived_from_official_sg,1.03,external_proxy,0.2835,0.5490,0.4108,0.8562,0.1095,low,0.0640,very_low,stable,true,-0.2736,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
